#appending commands generated on Fri May 25 13:49:20 CDT 2012
rm SN2007S*.img*
rm SN2007S*.lss*
fcopy ./00030883001/uvot/image/sw00030883001uvv_sk_sum.img SN2007S_vv.img 
fcopy ./00030883001/uvot/image/sw00030883001uvv_lss_sum.img SN2007S_vv.lss 
fcopy ./00030883001/uvot/image/sw00030883001uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883002/uvot/image/sw00030883002uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883002/uvot/image/sw00030883002uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883002/uvot/image/sw00030883002uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883003/uvot/image/sw00030883003uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883003/uvot/image/sw00030883003uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883003/uvot/image/sw00030883003uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883004/uvot/image/sw00030883004uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883004/uvot/image/sw00030883004uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883004/uvot/image/sw00030883004uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883006/uvot/image/sw00030883006uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883006/uvot/image/sw00030883006uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883006/uvot/image/sw00030883006uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883008/uvot/image/sw00030883008uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883008/uvot/image/sw00030883008uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883008/uvot/image/sw00030883008uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883009/uvot/image/sw00030883009uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883009/uvot/image/sw00030883009uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883009/uvot/image/sw00030883009uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883010/uvot/image/sw00030883010uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883010/uvot/image/sw00030883010uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883010/uvot/image/sw00030883010uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883011/uvot/image/sw00030883011uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883011/uvot/image/sw00030883011uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883011/uvot/image/sw00030883011uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883012/uvot/image/sw00030883012uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883012/uvot/image/sw00030883012uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883012/uvot/image/sw00030883012uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883013/uvot/image/sw00030883013uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883013/uvot/image/sw00030883013uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883013/uvot/image/sw00030883013uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883014/uvot/image/sw00030883014uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883014/uvot/image/sw00030883014uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883014/uvot/image/sw00030883014uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883015/uvot/image/sw00030883015uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883015/uvot/image/sw00030883015uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883015/uvot/image/sw00030883015uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883016/uvot/image/sw00030883016uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883016/uvot/image/sw00030883016uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883016/uvot/image/sw00030883016uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883017/uvot/image/sw00030883017uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883017/uvot/image/sw00030883017uvv_lss_sum.img SN2007S_vv.lss 
ftappend ./00030883017/uvot/image/sw00030883017uvv_ex_sum.img SN2007S_vv_ex.img 
ftappend ./00030883018/uvot/image/sw00030883018uvv_sk_sum.img SN2007S_vv.img 
ftappend ./00030883018/uvot/image/sw00030883018uvv_lss_sum.img SN2007S_vv.lss 
