#Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry  
 54804.17626 17.3620 0.0195 one 
 54806.20051 16.7960 0.0230 one 
 54820.11147 16.8740 0.0289 one 
 54821.08916 17.0810 0.0286 one 
 54825.06929 17.7210 0.0237 one 
 54829.11315 18.2610 0.0367 one 
 54830.15697 18.4070 0.0335 one 
 54831.12689 18.4470 0.0397 one 
 54832.22604 18.5580 0.0442 one 
 54833.26140 18.7105 0.0435 one 
 54856.19755 19.5290 0.0857 one 
 54861.17865 19.6990 0.1331 one 
 54862.20088 19.7750 0.1255 one 
 54864.10494 19.6660 0.1710 one 
 54886.11457 19.9240 0.2326 one 
