#Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry  
 54892.53012 14.9070 0.0181 one 
 54894.50504 14.6740 0.0180 one 
 54896.39645 14.5710 0.0212 one 
 54898.23009 14.5030 0.0165 one 
 54901.45713 14.5080 0.0190 one 
 54902.34447 14.5270 0.0171 one 
 54903.50071 14.5710 0.0150 one 
 54905.32551 14.6595 0.0177 one 
 54907.20346 14.7790 0.0164 one 
 54909.40539 14.9430 0.0176 one 
 54913.32391 15.2160 0.0151 one 
 54914.32360 15.2720 0.0151 one 
 54915.32067 15.3235 0.0172 one 
 54918.36321 15.5265 0.0160 one 
 54919.46602 15.5770 0.0183 one 
 54920.24573 15.6300 0.0161 one 
 54922.31022 15.7955 0.0166 one 
 54934.15803 16.5425 0.0196 one 
 54945.23829 16.8850 0.0192 one 
 54946.32358 16.9295 0.0257 one 
 54950.24966 17.0380 0.0222 one 
