#Ganshalingam et al. 2010, ApJS, 190, 418
54501.19 14.060 0.017 KAIT4  
54503.15 13.885 0.015 KAIT4  
54505.11 13.819 0.018 KAIT4  
54509.11 13.923 0.014 KAIT4  
54510.12 14.002 0.019 KAIT4  
54512.14 14.153 0.013 KAIT4  
54514.16 14.323 0.012 KAIT4  
# Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry
54499.09449 14.1950 0.0133 one 
54502.12559 13.8365 0.0130 one 
54503.09805 13.7450 0.0130 one 
54509.09530 13.8035 0.0177 one 
54714.46277 18.9200 0.1577 one 

