#Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry    
 55117.08383 16.8355 0.0243 two 
 55119.11609 16.7855 0.0257 two 
 55120.10262 16.8125 0.0351 two 
 55122.10191 16.8230 0.0325 two 
 55126.08925 16.9660 0.0325 two 
 55127.08957 17.0035 0.0343 two 
 55128.11779 17.0815 0.0353 two 
 55131.07631 17.2885 0.0497 two 
 55136.08102 17.8120 0.1088 two 
 55141.09606 18.2785 0.0722 two 
 55143.09353 18.2500 0.0972 two 
 55145.06914 18.3640 0.0617 two 
 55151.10478 19.1310 0.1276 two 
 55153.07236 19.1740 0.1614 two 
 55158.08223 19.4385 0.2185 two 
 55159.07711 19.3985 0.2099 two 
