#Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry  
 55117.08082 16.2985 0.0192 two 
 55119.11309 16.2825 0.0263 two 
 55120.09959 16.2610 0.0278 two 
 55122.09890 16.2630 0.0246 two 
 55126.08624 16.3605 0.0173 two 
 55127.08657 16.3985 0.0290 two 
 55128.11409 16.4755 0.0219 two 
 55131.07259 16.5240 0.0309 two 
 55136.08269 16.9850 0.0329 two 
 55141.09235 17.1560 0.0266 two 
 55143.08983 17.2235 0.0331 two 
 55145.06544 17.2880 0.0322 two 
 55151.10108 17.7605 0.0770 two 
 55153.06866 17.7370 0.0373 two 
 55158.07486 18.0515 0.0819 two 
 55159.06789 18.0840 0.0826 two 
