#Stritzinger et al. 2011, AJ, 142, 156
54806.28 16.492 0.007 16.327 0.006 
54808.30 15.769 0.005 15.691 0.005 
54809.28 15.530 0.005 15.465 0.006 
54810.29 15.342 0.006 15.296 0.005 
54813.28 15.006 0.006 14.959 0.005 
54817.26 14.909 0.006 14.822 0.006 
54818.26 14.938 0.006 14.826 0.007 
54827.25 15.585 0.004 15.250 0.004 
54830.23 15.963 0.006 15.454 0.007 
54831.26 16.100 0.005 15.508 0.005 
54834.32 16.496 0.006 15.702 0.006 
54837.30 16.847 0.007 15.894 0.006 
54838.29 16.956 0.008 15.945 0.007 
54839.25 17.071 0.007 16.043 0.007 
54840.23 17.165 0.010 16.122 0.007 
54841.23 17.293 0.012 16.203 0.008 
54842.35 17.387 0.016 16.303 0.008 
54842.35 17.387 0.016 16.303 0.008 
54844.27 17.526 0.017 16.458 0.008 
54856.25 18.036 0.010 17.047 0.010 
54867.20 18.272 0.010 17.355 0.010 
54870.17 18.316 0.021 17.462 0.012  
54874.13 18.381 0.017 17.579 0.012 
54878.14 18.454 0.012 17.670 0.010 
54884.16 18.548 0.010 17.804 0.010 
54895.12 18.707 0.010 18.127 0.008 
#Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry  
 54804.36214 17.5675 0.0266 one 
 54805.44446 16.8830 0.0200 one 
 54806.48661 16.3665 0.0175 one 
 54807.38015 16.0015 0.0448 one 
 54811.43113 15.1025 0.0169 one 
 54821.53786 15.0500 0.0153 one 
 54822.43231 15.1015 0.0152 one 
 54828.52862 15.7095 0.0151 one 
 54829.26471 15.8160 0.0149 one 
 54831.49757 16.1025 0.0172 one 
 54832.47176 16.2290 0.0181 one 
 54833.37691 16.3420 0.0170 one 
 54856.34206 17.9015 0.0461 one 
 54857.32650 17.9885 0.0727 one 
 54861.33208 18.1000 0.0440 one 
 54862.29081 18.1240 0.0494 one 
 54865.23272 18.1230 0.0527 one 
 54866.32586 18.0970 0.0522 one 
 54867.32182 18.1620 0.0692 one 
 54878.24926 18.3760 0.0553 one 
 54882.28736 18.4495 0.0523 one 
 54883.23390 18.4795 0.0621 one 
 54884.22937 18.4975 0.0698 one 
 54886.15365 18.6220 0.0603 one 
 54888.13344 18.6235 0.0738 one 
 54890.26085 18.5665 0.0598 one 
 54909.26194 18.8835 0.0952 one 
 54913.17837 18.9615 0.1254 one 
 54914.16748 18.9375 0.1135 one 
 54920.15739 19.1405 0.1557 one 
 54945.15439 19.4335 0.1469 one 
