#Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry  
 54892.53243 14.9400 0.0231 one 
 54894.50803 14.6875 0.0235 one 
 54896.39946 14.5720 0.0175 one 
 54898.23309 14.5640 0.0200 one 
 54903.50371 14.7480 0.0192 one 
 54905.32852 14.9505 0.0160 one 
 54907.20647 15.1800 0.0223 one 
 54909.40910 15.4695 0.0234 one 
 54913.32762 15.9750 0.0292 one 
 54914.32730 16.0810 0.0294 one 
 54915.32437 16.2270 0.0265 one 
 54918.36692 16.5710 0.0280 one 
 54919.46975 16.6790 0.0294 one 
 54920.25126 16.7630 0.0237 one 
 54922.32185 16.9470 0.0261 one 
 54934.16383 17.6170 0.0365 one 
 54939.26352 17.8075 0.1340 one 
 54945.24200 17.8260 0.0344 one 
 54946.33096 17.8900 0.0678 one 
 54950.25337 17.8960 0.0272 one 
