#Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry  
 54507.17552 18.5990 0.0484 one 
 54508.36262 18.3570 0.0352 one 
 54509.33043 18.3010 0.0327 one 
 54510.18307 18.2130 0.0315 one 
 54513.33331 18.2440 0.0464 one 
 54520.27863 18.4900 0.0426 one 
 54523.26473 18.8540 0.0596 one 
 54524.22410 18.8420 0.0493 one 
 54532.21208 19.5160 0.0898 one 
 54535.26428 19.7040 0.0909 one 
 54536.33269 19.5840 0.0860 one 
 54538.19370 19.7240 0.1069 one 
 54540.15794 19.8290 0.1254 one 
 54553.14872 20.3130 0.1482 one 
 54555.12891 20.3570 0.1776 one 
 54556.13764 20.3860 0.1823 one 
 54558.12464 20.3030 0.1494 one 
