# Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry
55239.29643 16.1395 0.0188 two 
55241.14683 15.6940 0.0194 two 
55242.42229 15.4890 0.0353 two 
55243.51193 15.3105 0.0165 two 
55244.37349 15.2255 0.0148 two 
55245.45303 15.1390 0.0143 two 
55247.32948 15.0495 0.0143 two 
55251.38679 15.0530 0.0163 two 
55257.49696 15.4550 0.0297 two 
55258.21630 15.5060 0.0156 two 
55261.33057 15.7490 0.0174 two 
55266.30949 16.1610 0.0318 two 
55267.25208 16.2800 0.0233 two 
55268.25447 16.3700 0.0191 two 
55270.25081 16.5800 0.0202 two 
55271.34657 16.6480 0.0360 two 
55276.26422 17.0490 0.0330 two 
55287.16657 17.4100 0.0420 two 
55289.27727 17.5340 0.0506 two 
55291.28005 17.5265 0.0355 two 
55295.15455 17.6760 0.0545 two 
55297.16859 17.7720 0.0533 two 
55299.16051 17.9100 0.0832 two 

