#Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry  
 54873.53100 14.3975 0.0312 one 
 54881.39394 14.5390 0.0235 one 
 54882.52458 14.5855 0.0187 one 
 54883.45579 14.6575 0.0247 one 
 54888.53203 15.1355 0.0235 one 
 54890.47619 15.3270 0.0207 one 
 54893.52097 15.6565 0.0238 one 
 54894.48084 15.7585 0.0206 one 
 54908.38235 16.8790 0.0335 one 
 54909.44286 16.9450 0.0272 one 
 54913.42754 17.1240 0.0308 one 
 54914.43131 17.1040 0.0318 one 
 54915.44221 17.1590 0.0442 one 
 54917.49035 17.2270 0.0310 one 
 54919.45372 17.2250 0.0478 one 
 54920.40837 17.2605 0.0360 one 
 54922.38394 17.2390 0.0329 one 
 54939.36215 17.5000 0.0555 one 
 54945.40277 17.5205 0.0466 one 
 54948.33329 17.5375 0.0457 one 
 54950.33781 17.5620 0.0570 one 
