#Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry  
 54804.17324 17.2610 0.0205 one 
 54806.18942 16.7940 0.0237 one 
 54820.09994 16.4205 0.0332 one 
 54821.08544 16.4810 0.0185 one 
 54825.06558 16.8130 0.0214 one 
 54829.10943 17.1620 0.0204 one 
 54830.15325 17.2350 0.0241 one 
 54831.12317 17.3450 0.0204 one 
 54832.22233 17.4530 0.0225 one 
 54833.25586 17.5500 0.0302 one 
 54839.07669 17.9800 0.0362 one 
 54840.09102 18.1700 0.0411 one 
 54843.09754 18.1930 0.0565 one 
 54856.18818 18.6800 0.0651 one 
 54861.17492 18.7700 0.0781 one 
 54862.19716 18.7710 0.0807 one 
 54864.10123 18.8850 0.0755 one 
 54867.14881 19.2660 0.1218 one 
 54882.11628 19.4440 0.1416 one 
 54886.11086 19.6320 0.2356 one 
