#Ganshalingam et al. 2010, ApJS, 190, 418
54501.19 14.019 0.019 KAIT4  
54503.15 13.836 0.011 KAIT4  
54505.11 13.747 0.015 KAIT4  
54509.11 13.766 0.012 KAIT4  
54510.12 13.785 0.010 KAIT4  
54512.14 13.882 0.012 KAIT4  
54514.16 13.974 0.016 KAIT4  
# Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry
54499.08963 14.3110 0.0164 one 
54502.12073 13.9040 0.0164 one 
54503.09317 13.8410 0.0164 one 
54509.09045 13.7760 0.0164 one 
54714.45977 20.0080 0.3433 one 

