#Hicken M., Challis P., Kirshner R.P., 2012, ApJSS, 200, 12; Natural System Photometry  
 54507.28689 18.6370 0.0487 one 
 54508.36750 18.6325 0.0497 one 
 54509.33528 18.6040 0.0477 one 
 54510.18829 18.6320 0.0503 one 
 54520.28349 19.8760 0.3934 one 
 54523.26958 20.4675 0.2814 one 
 54524.22895 20.1600 0.1807 one 
 54532.21693 20.6140 0.2131 one 
 54535.26821 20.9965 0.3059 one 
 54536.33940 20.8830 0.3179 one 
 54538.19673 20.8960 0.3061 one 
 54539.17042 21.2290 0.3898 one 
 54540.16464 20.7820 0.3096 one 
 
