56681.63	10.03	0.03
56685.7	9.77	0.03
56686.63	9.72	0.02
56687.67	9.72	0.02
56688.63	9.71	0.03
56690.68	9.86	0.02
56691.7	9.9	0.02
56692.67	9.93	0.02
56693.67	9.95	0.02
56693.99	9.99	0.03
56694.68	9.99	0.02
56695.66	10.02	0.02
56699.67	10.27	0.02
56700.7	10.32	0.02
56701.8	10.37	0.03
56701.95	10.38	0.02
56706.67	10.39	0.02
56707.73	10.37	0.02
56710.85	10.29	0.03
56711.68	10.27	0.03
56711.75	10.21	0.02
56713.72	10.13	0.03
56713.9	10.12	0.02
56714.68	10.11	0.02
56714.92	10.13	0.02
56715.81	10.14	0.01
56715.91	10.12	0.02
56716.73	10.16	0.02
56717.92	10.08	0.02
56719.68	10.18	0.02
