#Richmond_Smith_2012
55799.09598	14.0717 0.038
55800.06549	13.3209	0.046
55802.04453	12.1478	0.028
55803.04071	11.6895	0.023
55804.05366	11.3101	0.025
55808.03192	10.346	0.045
55814.0247	10.0336	0.039
55815.01852	9.9809	0.015
55816.01976	10.0718	0.052
55817.08878	10.0599	0.072
55820.0122	10.1713	0.01
55822.00947	10.3259	0.017
55823.02351	10.4045	0.015
55825.00812	10.6226	0.03
55827.00565	10.8291	0.028
55829.00055	11.0429	0.057
55830.01178	11.1673	0.014
55832.00836	11.4226	0.058
55839.02221	12.2282	0.016
55839.99439	12.3119	0.039
55840.9885	12.407	0.049
55841.98702	12.5032	0.038
55843.98937	12.6881	0.035
55852.41651	13.0975	0.021
55857.96479	13.3141	0.034
55858.97936	13.2901	0.016
55864.38261	13.3404	0.037
55867.97866	13.364	0.017
55870.41482	13.3747	0.011
55872.40012	13.3715	0.041
55883.4064	13.5844	0.006
55887.43023	13.5984	0.012
55889.43796	13.6991	0.037
55890.44326	13.6577	0.021
55898.41964	13.7613	0.037
55905.4513	13.8311	0.033
55907.43355	13.8768	0.026
55913.39338	13.9188	0.035
55924.42963	14.078	0.036
55932.42253	14.191	0.032
55935.45595	14.2186	0.041
55937.42449	14.2532	0.026
55942.22378	14.2977	0.038
55945.45938	14.3773	0.033
55948.36319	14.4203	0.036
55954.32745	14.5245	0.044
55966.41052	14.7158	0.033
55973.18564	14.7924	0.044
55978.17712	14.8845	0.046
