#Richmond_Smith_2012
55799.0601	13.7763	0.016
55800.08058	13.0248	0.013
55802.05553	12.0486	0.011
55803.05104	11.6435	0.016
55804.06496	11.2995	0.009
55806.04468	10.6593	0.02
55808.04357	10.4661	0.029
55814.03011	10.0142	0.003
55815.02914	10.0123	0.012
55816.03069	9.9984	0.008
#55817.07918	9.9032	0.059
55820.02958	10.0818	0.013
55822.01894	10.1345	0.006
55823.03318	10.1855	0.014
55825.01717	10.3111	0.009
55827.01474	10.4587	0.016
55829.01024	10.5738	0.019
55830.02316	10.6288	0.011
55832.00957	10.7385	0.011
55839.03027	11.1158	0.016
55840.005	11.1801	0.013
55840.99662	11.2374	0.011
55841.9986	11.2942	0.006
55844.00115	11.4298	0.016
55852.40209	11.921	0.014
55857.97672	12.1442	0.02
55858.98648	12.1571	0.01
55864.39516	12.3323	0.012
55867.98886	12.4408	0.014
55870.40388	12.4781	0.016
55872.38434	12.5089	0.016
55883.41502	12.8257	0.01
55887.417	12.9266	0.006
55889.42314	12.9677	0.019
55890.43122	12.9879	0.019
55898.40786	13.217	0.014
55905.4428	13.3982	0.013
55907.42167	13.4424	0.018
55913.38547	13.5591	0.019
55924.41943	13.8111	0.016
55932.44255	14.0062	0.022
55935.47942	14.0536	0.017
55937.41838	14.1245	0.015
55942.21683	14.2042	0.025
55945.38807	14.2717	0.033
55948.3563	14.3363	0.023
55954.31884	14.4648	0.021
55966.40017	14.6225	0.024
55973.17027	14.754	0.039
55978.1677	14.8941	0.026
