56140.4 15.559  0.036
56145.4 15.289  0.035
56147.4 15.243  0.036
56148.3 15.225  0.035
56144.55 15.252  0.05
56146.0 15.287  0.05
56146.55 15.265  0.06
56147.95 15.246  0.04
56149.9 15.232  0.02
56150.9 15.253  0.03
56151.9 15.251  0.02
56152.9 15.268  0.02
