# Ganshalingam et al. 2010, ApJS, 190, 418
 54608.31 16.160 0.031 KAIT4  
 54613.32 15.965 0.026 KAIT4  
 54615.26 16.046 0.030 KAIT4  
 54617.24 16.198 0.026 KAIT4  
 54619.24 16.361 0.018 KAIT4  
 54621.27 16.539 0.036 KAIT4  
 54623.22 16.717 0.027 KAIT4  
 54625.20 17.040 0.031 KAIT4  
 54627.20 17.320 0.031 KAIT4  
 54629.23 17.606 0.074 KAIT4  
 54632.23 18.105 0.092 KAIT4  
 54634.25 18.181 0.080 KAIT4  
 54636.21 18.461 0.081 KAIT4  
 54638.26 18.715 0.109 KAIT4  
 54643.22 18.962 0.157 KAIT4  
 54646.22 18.966 0.081 KAIT4  
 54649.22 19.027 0.105 KAIT4  
 54653.22 19.395 0.097 KAIT4  
