#SNinNGC5112,,PSNJ13215756+3843229,LBV,0.003252,,4,,,,,,,,,,,,,975,2,1475,24,,,GI12,3,all,,,,,,,13h21m56.4s,+38d44m05s,96.066011,76.75855,0.03,SB(rs)cd,2008MNRAS.388..500E,,,,30.6583606,1.08287025,,,,,,,,,,,,,,,,,,,,test
#SN2017ghu declined?,,,unk,0.018,declined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#SN2017fzy declined,,,Ia,0.014,declined,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#SN2017fro?,,,AGN,0.164,ASASSN-17jz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#SN2017emb not observed_mislabeled should be 2017ebm?,,,,,PS17det,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#SN2017egv,,,cv,,ASASSN-17gs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#SN2017cxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#SN2017bgt,,,AGN,0.064,ASASSN-17cv,18,,,,,,,,,,,,,,,,,,,,2,,,,,,,,16h11m05.689s,2d34m00.3108s,14.584607,36.365897,0.208,None,NOTE:,,,,,,,,,,,,,,,,,,,,,,,,,test
#SN2016ewr,,,CV,,,3,,,,,,,,,,,,,2669,4,3145,19,,,done,3,,,,,,,,18h22m53.2601s,12d25m45.8004s,40.934509,11.896042,0.623,Scd:,1998A&amp;AS..130..333T;,,,,32.84508039,0.510880272,,,,,,,,,,,,,,,,,,,,test
#SN2016cpd,,,,,PS16cow,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#SN2016ajn,,,CV or nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
"#SN2010B was not observed, SN2011B was misnamed in request",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#PTF10fqs red nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#OGLE17aaj?,,,TDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#MASTERJ132501.00+431846.1 CV,,,Unk,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#iPTF15eov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#beginning of Swift-ASASSN program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#AT2017bgt,,,AGN,,,18,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#AT2016cny,,,cv,,ASASSN-16fm,,,,,,,,,,,,,,,,,,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#ASASSN-17lz declined,,,Ia,0.017,declined,,,,,,,,,,,,,,5218,25,5850,37,,,,skip,,,,,,,,15h57m29.7739s,15d52m21.432s,28.146883,45.546837,0.108,(R)SAB(s)0+:,1998AJ....115....6B,,,,34.30085789,0.397321885,,,,,,,,,,,,,,,,,,,,test
#ASASSN-15th,,,Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#ASASSN-15ek nova,,,nova,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
#ASASSN-14ae,,,tidal disruption event,0.043671,BRUTUS6683_2,4,,,,,,,,,,,,,13092,41.37061208,13480,45,,,,,,,,,,,,11h08m40.12s,+34d05m52.2s,189.087,66.889,0.048,,2007ApJS..172..634A,,,,36.2983675,0.355875259,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
# SN2017fyp nova,,,nova,,,6,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
# no SN2010am -- mislabeled in template observations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
# end of volume-limited sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
# ASASSN-16do is a cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
# ASASSN-14hu not observed wrong coordinates,,,Ia,0.015,,0,,,,,,,,,,,,,,,,,,,,,,NOT observed_wrong coordinates,,,,,,06h43m21.64s,-69d38m29.5s,280.174,-26.002,0.197,Sb?                                     ,,,,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SNname1,,,type,redshift ,,0,,,,,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SNname1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Possible Supernovae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#iPTF14aki,,,Ibn?,,,,33259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#no SN2008L  but it was close to SN2006gy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ASASSN-14du,,,galactic source,0,,1,,,,,,,,,,,,,,,,,,,,,,not extragalactic; probably a nova or cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ASASN-13do,,,,,,false detection ATEL 5704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ROTSE3 J120847.9+430121,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PTF09dh,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PTF11ya,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#CSS100217,,,?,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#CSS100217:102913+404220,,,,,,,,,,,,,,,,,,,,,,,,,fillin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PTF10tel,,,,,,,31799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NGC5430OT,,,? ,0.009877,,4,31839,,,,,,,,,,,,2961,5,3445,19,,,fillin,,,,,,,,,14h00m45.7s,+59d19m42s,107.309367,55.647516,0.042,SB(s)b;HII;WR? Sbrst,2008MNRAS.388..500E,,,,33.07052955,0.484450083,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PTF10abpr,,,? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PTF10acbp,,,? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PTF10aadb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PTF10bhp,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PTF10kcn,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PTF10gva,,,?,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PTF10gbq,,,?,,,,,,,,,,,,,,,,,,,,,,fillin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,PSNJ07574538+3233434,,,LOSS,3,36982,,,,,,,,,,,,,,,,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,PSNJ17592296+0617267,imp?,,,3,32027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PS1-11aqj,,,,,,2,32114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PS1-11bdn,,,,,,3,32245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
