SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,UVM2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end
SN2013ge,NGC 3287,PSNJ10344846+2139419,Ic,0.004356,,34,33036,'10:34:48.46,+21:39:41.9,0.062,0.0062,S_F_2011,10h34m47.2752s,21d38m54.0399s,215.385891,58.505874,0.004356,SB(s)d         HII,1306,6,1727,29,'2013-11-08,,done,2000,all,,56607,Drout_etal_2016,https://ui.adsabs.harvard.edu/abs/2016ApJ...821...57D/abstract,,,31.2930534,0.841060342,HF,Drout_etal_2016,31.2930534,0.841060342,,5,,,ref,,,ref,,,,end
SN2013gh,NGC 7183,PSNJ22022184-1855004,Ia,0.0088,,8,32907,'22:02:21.84,-18:55:00.4,0.077,0.0077,S_F_2011,22h02m21.614s,-18d54m59.67s,35.691889,-50.429263,0.008789,S0+ pec sp     HII,2635,5,2780,14,'2013-08-08,,done,3,all,,,,,,,32.81724062,0.51446922,HF,,32.81724062,0.51446922,,6,,,ref,,,ref,,,,end
SN2013gs,UGC 5066,PSNJ09310887+4623054,Ia,0.016888,,17,,'09:31:08.87,+46:23:05.4,0.052,0.0052,S_F_2011,9h31m07.852s,46d23m03.03s,173.023116,46.395862,0.016888,SBbc,5063,26,5372,29,'2013-11-29,,done,,,,,,,,,34.23537715,0.400291505,HF,,34.23537715,0.400291505,,3,,,ref,,,ref,,,,end
SN2013gy,NGC 1418,PSNJ03421688-0443185,Ia,0.014023,iPTF13efk_LSQ13dny_PS1-13ejo,16,,'03:42:16.88,-04:43:18.5,0.155,0.0155,S_F_2011,3h42m16.151s,-4d43m50.56s,191.854283,-43.579518,0.014023,SB(s)b:,4204,6,4080,9,'2013-12-06,,done,,,,,,,,,33.83165105,0.42094621,HF,,33.83165105,0.42094621,,8,,,ref,,,ref,,,,end
SN2013hh,UGC 6483,PSNJ11290437+1714095,Ia-91T,0.012989,,10,,'11:29:04.37,+17:14:09.5,0.065,0,"Brown_walker_2020,S_F_2011",11h29m02.358s,17d13m55.15s,236.130752,68.555042,0.012989,Sc,3894,2,4407,31,'2013-12-11,,done,,,,,,,,,33.66531725,0.431878281,HF,,33.66531725,0.431878281,,0,,,ref,,,ref,,,,end
SN2013hn,IC 4329,PSNJ13485917-3017265,Ia,0.01514,,16,,'13:48:59.17,-30:17:26.5,0.166,0.0166,S_F_2011,13h49m05.314s,-30d17m45.2s,317.443828,30.946165,0.01514,SAB(s)0-;cD    Sy1,4539,8,5231,57,'2013-12-13,,done,2,all,,,,,,,33.99813843,0.411313361,HF,,33.99813843,0.411313361,,5,,,ref,,,ref,,,,end
SN2013hx,A013533-5757,,SLSN-II,0.13,SMTJ013533283-5757506,11,,'01:35:33.28,-57:57:50.6,0.068,0.0068,S_F_2011,,,,,,,,,,,'2013-12-31,,done,6,all,,,,,,,,,,,,,,6,,,ref,,,ref,,,,end
SN2013I,A024943+0045,,IIn,0.03527,DES12S1a,1,32688,'02:49:42.17,+00:45:35.7,0.15,0.015,S_F_2011,,,,,,,10574,19.78690105,10313,25,'2013-01-11,,done,8,all,,,,,,,35.83453405,0.359992499,HF,,35.83453405,0.359992499,,,,,ref,,,ref,,,,end
SN2013L,ESO 216-G39,PSNJ11452955-5035531,IIn,0.016992,,21,32693,'11:45:29.55,-50:35:53.1,0.362,0.0362,S_F_2011,11h45m27.429s,-50d35m29.44s,292.353653,10.920178,0.016992,(R')SAB(r)ab:,5094,45,5864,83,'2013-01-22,,done,3,all,,,,,,,34.24863222,0.401312347,HF,,34.24863222,0.401312347,,18,,,ref,,,ref,,,,end
SN2013Q,NGC 7753,PSNJ23470787+2929115,Ia,0.017239,,6,32701,'23:47:07.87,+29:29:11.5,0.265,0.0265,S_F_2011,23h47m04.834s,29d29m00.17s,106.52675,-31.329821,0.017239,SAB(rs)bc,5168,6,5124,23,'2013-01-25,,done,3,all,,,,,,,34.27995004,0.397540715,HF,,34.27995004,0.397540715,,0,,,ref,,,ref,,,,end
SN2014A,NGC 5054,PSNJ13165936-1637570,IIP,0.005811,,2,33075,'13:16:59.36,-16:37:57.0,0.221,0.0221,S_F_2011,13h16m58.488s,-16d38m05.46s,311.722433,45.800585,0.005811,SA(s)bc;BrClG,1742,2,1817,28,'2014-01-01,,,,,,,,,,,31.91857827,0.670919412,HF,,31.91857827,0.670919412,,,,,ref,,,ref,,,,end
SN2014ad,MRK 1309 NED01,PSNJ11574444-1010157,Ic-BL,0.005723,,11,,'11:57:44.44,-10:10:15.7,0.12,0.012,S_F_2011,11h57m44.1768s,-10d10m15.1608s,281.879266,50.492764,0.0053,,1589,38,1821,50,'2014-03-12,,done,3,UV+u,,"56,724.50",Sahu_etal_2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.2591S/abstract,,,31.718957,0.728637594,HF,Sahu_etal_2018,31.718957,0.728637594,,,,,ref,,,ref,,,,end
SN2014ai,NGC 2832,PSNJ09194417+3345496,Ia,0.023176,,12,,'09:19:44.17,+33:45:49.4,0.046,0.0046,S_F_2011,9h19m46.8526s,33d44m59.0712s,191.092888,44.391527,0.023176,E+2:;cD        LINER,6948,6,7237,16,'2014-03-21,,done,,,,,,,,,34.92263657,0.37589453,HF,,34.92263657,0.37589453,,1,,,ref,,,ref,,,,end
SN2014ao,NGC 2615,PSNJ08343332-0232361,Ia,0.014083,,10,,'08:34:33.32,-02:32:36.1,0.075,0,"Brown_walker_2020,S_F_2011",8h34m33.358s,-2d32m48.57s,227.730883,21.495015,0.014083,SB(rs)b        HII,4222,10,4482,28,'2014-04-17,,done,3,,,,,,,,33.84092866,0.420480213,HF,,33.84092866,0.420480213,,0,,,ref,,,ref,,,,end
SN2014ap,MCG +04-27-50,PSNJ11301337+2410072,Ia,0.023516,,6,,'11:30:13.30,+24:10:06.4,0.045,0.0045,S_F_2011,11h30m12.8753s,24d10m10.6728s,217.58372,71.478848,0.023516,,7050,57,7555,63,'2014-03-20,,done,,,,,,,,,34.9542831,0.37724953,HF,,34.9542831,0.37724953,,5,,,ref,,,ref,,,,end
SN2014as,NGC 5410,PSNJ14005449+4058596,Ic,0.012469,,9,,'14:00:54.49,+40:58:59.6,0.038,0.0038,S_F_2011,14h00m54.565s,40d59m18.14s,81.494709,70.094164,0.012469,SB?,3738,26,4303,35,'2014-04-18,,GI12,2,all,,x,,,,,33.576534,0.439705804,HF,,33.576534,0.439705804,,,,,ref,,,ref,,,,end
SN2014at,NGC 7119B,PSNJ21461482-4631211,Ia,0.032242,,6,,'21:46:14.82,-46:31:21.1,0.051,0.0051,S_F_2011,21h46m15.151s,-46d31m06.3919s,352.159405,-48.937909,0.031989,Sc? pec,9590,45,9749,49,'2014-04-20,,done,6,,,,,,,,35.62243055,0.363300247,HF,,35.62243055,0.363300247,,3,,,ref,,,ref,,,,end
SN2014ba,NGC 7410,PSNJ22550197-3939345,Ia-91bg,0.005841,,6,,'22:55:01.97,-39:39:34.5,0.032,0.0032,S_F_2011,22h55m00.945s,-39d39m40.93s,358.0213135,-62.8298634,0.005841,SB(s)a;LINER   Sy2,1751,28,1809,30,'2014-05-07,,done,3,,,,,,,,31.92976825,0.67313722,HF,,31.92976825,0.67313722,,0,,,ref,,,ref,,,,end
SN2014bc,NGC 4258,PSNJ12185771+4718113,IIP,0.001494,PS1-14xz,8,37259,'12:18:57.71,+47:18:11.3,0.044,0.0044,S_F_2011,12h18m57.62s,47d18m13.39s,138.3203132,68.8421213,0.001494,SAB(s)bc;LINER Sy1.9,448,3,581,6,'2014-05-19,,done,2,all,,,,,,,28.96972759,2.259235725,HF,,28.96972759,2.259235725,,,,,ref,,,ref,,,,end
SN2014bi,SDSS J120603.65+473004.5,,SNII,0.00189,iPTF14ayo,,,12 06 03.0122,+47 29 33.1926,,,,12h06m03.65232s,47d30m04.5252s,143.499636,67.774139,0.002468,,740.0,3.0,1055.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2014bv,NGC 4386,PSNJ12243098+7532086,Ia,0.005594,,15,,'12:24:30.98,+75:32:08.6,0.104,0.0104,S_F_2011,12h24m28.387s,75d31m44.2985s,125.17595,41.481717,0.005594,SAB0^0^:,1677,27,2089,32,'2014-06-18,,done,3,all,,,,,,,32.16,0.49,SBF,SBF_Tonry_etal_2001,31.83600283,0.694709177,,15,,,ref,32.16,0.49,SBF_Tonry_etal_2001,,,,end
SN2014C,NGC 7331,PSNJ22370560+3424319,Ib,0.0027,,37,,'22:37:05.60,+34:24:31.9,0.244,0.0244,S_F_2011,22h37m04.102s,34d24m57.31s,93.721615,-20.7240532,0.002722,SA(s)b;HII     LINER,816,1,1052,18,'2014-01-05,,done,4,all,,56656,Milisavlijevic_etal_2015,https://ui.adsabs.harvard.edu/abs/2015ApJ...815..120M/abstract,14 days before peak,,30.27178831,1.27374528,HF,Milisavlijevic_etal_2015,30.27178831,1.27374528,,0,,,Cepheids,,,YES,,,,end
SN2014cd,NGC 1578,PSNJ04234719-5136029,Ia,0.020608,,16,,'04:23:47.19,-51:36:02.9,0.037,0.0037,S_F_2011,4h23m46.659s,-51d35m57.92s,259.650451,-43.581751,0.020608,SA(s)a pec:,6178,26,6233,36,'2014-08-09,,done,4,all,,,,,,,34.66757704,0.38367464,HF,,34.66757704,0.38367464,,0,,,ref,,,ref,,,,end
SN2014cn,2MASS J12091115+2910188,,SNII,0.01275,iPTF14aoi,,,12 09 11.5304,+29 10 20.8211,,,,12h09m11.15712s,29d10m18.8544s,198.091094,80.468694,0.012292,,3685.0,2.0,4225.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2014cn,NGC4134,iPTF14aoi,II,0.012762,,9,,,,,,,12h09m10.0033416s,29d10m36.781356s,198.067598,80.463696,0.012749,Sb,3826,5.995925404,4367,28,,,GI12,3,all,,,,,,,33.62706235,0.434670825,HF,,33.62706235,0.434670825,,,,,ref,,,ref,,,,end
SN2014cp,ESO 479-G1,PSNJ02253046-2537380,Ic-BL,0.0162,,1,33334,'02:25:30.46,-25:37:38.0,0.035,0,"Brown_walker_2020,S_F_2011",2h25m28.346s,-25d38m16.46s,214.224307,-68.917791,0.016164,SB(s)cd:,4846,3,4742,12,'2014-06-23,,,10,u/w1,,x,,,,,34.14025457,0.40392518,HF,,34.14025457,0.40392518,,,,,ref,,,ref,,,,end
SN2014cx,NGC 337,PSNJ00594783-0734186,II,0.00549,ASASSN-14gm,17,,'00:59:47.83,-07:34:18.6,0.299,0.0299,S_F_2011,0h59m50.09s,-7d34m40.66s,129.130277,-70.348618,0.00549,SB(s)d         HII,1646,2,1624,11,'2014-09-02,,done,4,all,,,,,,,31.79548667,0.69978356,HF,,31.79548667,0.69978356,,10,,,ref,,,ref,,,,end
SN2014df,NGC 1448,PSNJ03442399-4440081,Ib,0.003896,,4,31031,'03:44:23.99,-44:40:08.1,0.025,0,"Brown_walker_2020,S_F_2011",3h44m31.915s,-44d38m41.38s,251.522402,-51.393884,0.003896,SAcd: sp,1168,2,1073,12,'2014-06-03,,done,2,all,,,,,,,31.05055173,0.923933994,HF,,31.05055173,0.923933994,,,,,ref,,,ref,,,,end
SN2014dg,UGC 2855,PSNJ03481978+7007545,Ia,0.004003,,9,,'03:48:19.78,+70:07:54.5,1.9,0.1,"Brown_walker_2020,S_F_2011",3h48m20.731s,70d07m58.37s,136.9695,12.246265,0.004003,SABc           HII,1200,1,1445,15,'2014-09-11,,done,5,all hardware windows,,,,,,,31.10924375,0.902787393,HF,,31.10924375,0.902787393,,6,,,ref,,,ref,,,,end
SN2014dt,M61,PSNJ12215757+0428185,Ia-02cx,0.005224,,3,33524,'12:21:57.57,+04:28:18.5,0.05,0,"Brown_walker_2020,S_F_2011",12h21m54.9275s,4d28m25.5883s,284.3706957,66.275675,0.005224,SAB(rs)bc;HII  Sy2,1566,2,994,34,'2014-10-29,,done,5,223f,,,,,,SN2008in,31.68729631,0.726894207,HF,,31.68729631,0.726894207,,0,,,ref,,,ref,,,,end
SN2014eg,ESO 154-G10,,Ia-91T,0.018633,,10,,'02:45:09.27,-55:44:16.9,0.08,0.008,S_F_2011,2h45m08.716s,-55d44m26.15s,275.204411,-54.832336,0.018633,(R'_1)SB(r)ab,5586,24,5639,33,'2014-11-16,,done,4,,https://ui.adsabs.harvard.edu/abs/2015CBET.4062....1K/abstract,,,,,,34.44884217,0.391244877,HF,,34.44884217,0.391244877,,0,,,ref,,,ref,,,,end
SN2014eh,NGC 6907,PSNJ20250386-2449133,Ic,0.010207,,6,,'20:25:03.86,-24:49:13.3,0.17,0.017,S_F_2011,20h25m06.936s,-24d48m38.16s,18.850251,-30.82381,0.010614,SB(s)bc        LIRG,3182,4,3462,18,'2014-11-03,,GI12,5,all,,x,,,,,33.22683839,0.468366309,HF,,33.22683839,0.468366309,,1,,,ref,,,ref,,,,end
SN2014ek,UGC 12850,PSNJ23560655+2922423,Ia-02cx,0.023126,,12,,'23:56:06.55,+29:22:42.3,0.14,0,"Brown_walker_2020,S_F_2011",23h56m06.16s,29d22m40.44s,108.715283,-31.961593,0.023126,S?,6933,10,6840,26,'2014-10-18 13:12:00.000,,done,4,,,,,,,,34.91794352,0.376058238,HF,,34.91794352,0.376058238,,0,,,ref,,,ref,,,,end
SN2014es,MCG -01-24-12,PSNJ09204691-0803340,IIn,0.019644,,8,,'09:20:46.91,-08:03:34.0,0.092,0.0092,S_F_2011,9h20m46.2624s,-8d03m21.9353s,239.781042,28.06702,0.019644,SAB(rs)c:      Sy2,5889,10,6249,35,'2014-11-20 10:48:00.000,,done,3,all,,,,,,,34.56354529,0.386613703,HF,,34.56354529,0.386613703,,,,,ref,,,ref,,,,end
SN2014ft,IV Zw 155,,SNIc,0.063,iPTF14gqr,,,23 33 27.9409,+33 38 45.982,,,,23h33m29.8511448s,33d38m48.165432s,104.86292,-26.47195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2014G,NGC 3448,PSNJ10543413+5417569,IIL,0.004503,,17,33109,'10:54:34.13,+54:17:56.9,0.032,0.0032,S_F_2011,10h54m39.24s,54d18m18.82s,153.055108,55.449978,0.004503,I0,1350,5,1802,22,'2014-01-14,,done,4,all,,,,,,,31.36500636,0.818292767,HF,,31.36500636,0.818292767,,12,,,ref,,,ref,,,,end
SN2014gd,,,Ia,0.018283,MASTER-OT--J011330.63+493634.9,5,,,,,,,,,,,,,5481,22,5436,31,'2014-11-05 19:46:53.000,'2009-10-21 15:38:10,done,3,,,,,,,,34.40763653,0.39275118,HF,,34.40763653,0.39275118,,0,,,ref,,,ref,,,,end
SN2014ge,NGC 4080,,Ib,0.001891,MASTER-OT-J120451.50+265946.6,3,33511,'12:04:51.50,+26:59:46.6,0.055,0,"Brown_walker_2020,S_F_2011",12h04m51.804s,26d59m33.429984s,211.023797,79.633952,0.001891,Im?,567,4,408,11,'2014-10-28 20:59:20.000,'2011-04-21 16:11:40,done,2,all,HW,,,,,,29.48125281,1.797869243,HF,,29.48125281,1.797869243,,,,,ref,,,ref,,,,end
SN2014gf,,,IIn/Ia-CSM,0.016,MASTEROTJ044212.20+230616.7,1,33443,,,,,,,,,,,,,,,,'2014-09-20 19:27:08.000,'2012-09-26 18:27:54,done,,no UVOT,,,,,,,,,,,,,,,,,ref,,,ref,,,,end
SN2014I,ESO 487-G36,PSNJ05421980-2532399,Ia,0.03,,8,,'05:42:19.80,-25:32:39.9,0.065,0.0065,S_F_2011,5h42m20.8712s,-25d32m28.0035s,229.819563,-25.787097,0.030014,SA(s)0^0^ pec:,8998,14,8968,22,'2014-01-17,,done,,,,,,,,,35.48406746,0.364657319,HF,,35.48406746,0.364657319,,5,,,ref,,,ref,,,,end
SN2014J,NGC 3034,PSNJ09554214+6940260,Ia,0.000677,,70,,'09:55:42.12,+69:40:25.9,0.16,0,"Dalcanton_etal_2009,S_F_2011",9h55m52.43s,69d40m46.93s,141.409498,40.567579,0.000677,I0;Sbrst       HII,203,4,432,11,'2014-01-21,,done,13,,,,,,,,27.25081771,4.93931307,HF,,27.25081771,4.93931307,,25,,,ref,,,ref,,,,end
SN2014L,NGC 4254,PSNJ12184868+1424435,Ic,0.008029,SNinM99,2,,'12:18:48.68,+14:24:43.5,0.104,0.0104,S_F_2011,12h18m49.625s,14d24m59.36s,270.430785,75.189788,0.008029,SA(s)c;LINER   HII,2407,3,2908,31,'2014-01-26,,done,7,,needs aspect correction fixed,x,,,,PTF10fqs(rednova),32.62071797,0.54148398,HF,,32.62071797,0.54148398,,0,,,ref,,,ref,,,,end
SN2014R,UGC 5055,PSNJ09301230+5551135,Ia,0.025,,7,,'09:30:12.30,+55:51:13.5,0.07,0,"Brown_walker_2020,S_F_2011",9h30m11.7547s,55d51m08.73s,159.93812,44.139845,0.025154,(R')SB(s)b     Sbrst,7541,11,7790,16,'2014-02-08,,done,3,all,,,,,,,35.10048222,0.371754564,HF,,35.10048222,0.371754564,,0,,,ref,,,ref,,,,end
SN2015ah,UGC 12295,PSNJ23002463+0137368,Ib,0.016,,1,33983,'23:00:24.63,+01:37:36.8,0.219,0.0219,S_F_2011,23h00m23.7019s,1d37m35.414s,75.562931,-50.740761,0.016128,SAB(s)cd:,4835,58,4843,60,'2015-08-06,,done,2,all,,,,,,,34.13531991,0.408579817,HF,,34.13531991,0.408579817,,0,,,,,,,,,,end
SN2015ak,ESO 108-G21,PSNJ22151967-6532534,Ia,0.01037,,10,,'22:15:19.67,-65:32:53.4,0.079,0.0079,S_F_2011,22h15m16.699s,-65d33m02.46s,324.379073,-44.5232,0.01037,SB(s)ab: pec,3109,7,3232,23,'2015-08-18,,done,3,all6,,,,,,,33.17644113,0.473441327,HF,,33.17644113,0.473441327,,0,,,,,,,,,,end
SN2015an,IC 2367,PSNJ08241502-1846281,IIP,0.008166,,1,,'08:24:15.02,-18:46:28.1,0.273,0.0273,S_F_2011,8h24m10.089s,-18d46m31.88s,240.604413,10.65809,0.008166,SB(r)b,2448,3,2578,25,'2015-09-13,'2016-03-06 20:16:48,,2,all,,,,,,,32.65739459,0.536162659,HF,,32.65739459,0.536162659,,,,,,,,,,,,end
SN2015ap,IC 1776,PSNJ02051332+0606084,Ib,0.011375,,8,34045,'02:05:13.32,+06:06:08.4,0.113,0.0113,S_F_2011,2h05m15.242s,6d06m24.92s,153.886809,-52.27192,0.011375,SB(s)d         HII,3410,5,3292,14,'2015-09-08,,done,3,all6,,57271,Gangopadhyay_etal_2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.497.3770G/abstract,between light curve and spectral fitting,,33.37710941,0.45454988,HF,Gangopadhyay_etal_2020,33.37710941,0.45454988,,4,,,,,,,,,,end
SN2015ar,NGC 383,PSNJ01072038+3223598,Ia,0.017005,,9,,'01:07:20.38,+32:23:59.8,0.16,0,"Brown_walker_2020,S_F_2011",1h07m24.9587s,32d24m45.214s,126.8390531,-30.3378955,0.017005,SA0-:;BrClG;Sy LERG,5098,12,4996,25,'2015-11-11,,done,3,223f,,,,,,,34.25033667,0.398972069,HF,,34.25033667,0.398972069,,9,,,,,,,,,,end
SN2015as,UGC 5460,PSNJ10081137+5150409,II,0.003646,,4,34167,'10:08:11.37,+51:50:40.9,0.02,0,"Brown_walker_2020,S_F_2011",10h08m09.197s,51d50m40.2504s,162.620927,50.773415,0.003646,SB(rs)d,1093,5,1491,20,'2015-11-15,,done,2,223f,,2015 November 6,Gangopadhyay_etal_2018,https://arxiv.org/pdf/1802.06731.pdf,,2011ht,30.90643833,0.978852587,HF,Gangopadhyay_etal_2018,30.90643833,0.978852587,,4,,,,,,,,,,end
SN2015bf,NGC 7653,PSNJ23244903+1516520,IIn,0.014227,,11,34221,'23:24:49.03,+15:16:52.0,0.18,0,"Brown_walker_2020,S_F_2011",23h24m49.355s,15d16m32.1384s,93.974954,-42.673718,0.014227,Sb,4265,10,4253,22,'2015-12-12,,done,3,223f,grismobs,,,,,,33.8629327,0.419136361,HF,,33.8629327,0.419136361,,8,,,,,,,,,,end
SN2015bh,NGC 2770,PSNJ09093496+3307204,LBVgoneSN?,0.006494,iPTF13efv-SNhunt275,33,,'09:09:34.96,+33:07:20.4,0.061,0.0061,S_F_2011,9h09m33.622s,33d07m24.29s,191.569968,42.196854,0.006494,SA(s)c:,1947,2,2284,20,'2015-02-07,,done,30,,,,,,,SN2007uy_2008D,32.16016728,0.619988375,HF,,32.16016728,0.619988375,,14,,,,,,,,,,end
SN2015bo,NGC 5490,,Ia-91bg,0.016195,SNhunt278,5,,'14:09:55.12,+17:31:55.5,0.065,0,"Brown_walker_2020,S_F_2011",14h09m57.33s,17d32m43.53s,9.141668,69.509768,0.016195,E,4855,24,5501,40,'2015-02-14 10:37:06.000,'2015-01-28 10:22:17,done,5,,,,,,,,34.14428369,0.40447393,HF,,34.14428369,0.40447393,,0,,,ref,,,ref,,,,end
SN2015bp,NGC 5839,,Ia-91bg,0.004069,SNhunt281,13,,'15:05:30.1,+01:38:02,0.141,0.0141,S_F_2011,15h05m27.473s,1d38m04.68s,0.200193,49.008961,0.004069,SAB(rs)0^0^:,1220,5,1581,23,'2015-03-16 11:45:36.000,'2014-07-01 05:45:07,done,5,,,,,,,,31.77,0.3,SBF,SBF_Tully_etal_2001,31.14513667,0.890418771,,13,,,,31.77,0.3,SBF_Tully_etal_2001,,,,end
SN2015bq,PGC 41898,PSNJ12350637+3114354,Ia-99aa,0.028,iPTF15ku,16,33636,'12:35:06.37,+31:14:35.4,0.036,0.0036,S_F_2011,12h35m05.66s,31d14m19.9s,162.894337,84.557974,0.028178,Spiral,8448,55,8980,60,'2015-02-16 17:16:48.000,,done,5,223f,,,,,,,35.34710704,0.368286103,HF,,35.34710704,0.368286103,,0,,,,,,,,,,end
SN2015bq,PGC 41898,,Ia-91T,0.028178,iPTF15ku,17,33636,'12:35:06.37,+31:14:35.4,0.036,0.0036,S_F_2011,12h35m05.66s,31d14m19.9s,162.894337,84.557974,0.028178,Spiral,8448,55,8980,60,'2015-02-16 17:16:48.000,,done,5,,,,,,,,35.34710704,0.368286103,HF,,35.34710704,0.368286103,,0,,,,,,,,,,end
SN2015dc,,,Ia?,0.007562,MASTERJ103747.94-270507.2,2,,,,,,,,,,,,,2267,12,2281,28,'2015-10-20 02:14:34.000,'2015-07-18 17:45:36,done,2,all,,,,,,SN2007cv,32.49059512,0.56199929,HF,,32.49059512,0.56199929,,,,,,,,,,,,end
SN2015dd,,PSNJ14102342-4318437,Ib,0.006,MASTERJ141023.42-431843.7,2,34222,,,,,,,,,,,,1771,2,1508,26,'2015-12-15 01:41:58.000,'2015-04-26 00:52:03,,3,223f,,,,,,,31.95443032,0.662893559,HF,,31.95443032,0.662893559,,,,,,,,,,,,end
SN2015F,NGC 2442,PSNJ07361576-6930230,Ia,0.00489,OGLE15la,13,,'07:36:15.76,-69:30:23.0,0.55,0,"Brown_walker_2020,S_F_2011",7h36m23.842s,-69d31m50.96s,281.299504,-21.501573,0.00489,SAB(s)bc pec,1466,5,1313,19,'2015-03-09,,done,5,,HSTspectrum,,,,,,31.511,0.053,Cepheid,Cepheids_Riess_etal_2016,31.54400737,0.765606308,,10,31.511,0.053,Cepheids_Riess_etal_2016,,,,,,,end
SN2015fn,WISEA J023019.95+371403.5,,SNIc,0.0524,iPTF15dtg,,,02 30 20.0551,+37 14 06.3895,,,,2h30m19.957392s,37d14m03.55308s,143.914256,-21.575204,0.052400,"        micron
Origin                     :",15709.0,0.0,15462.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2015G,NGC 6951,PSNJ20372558+6607115,Ibn,0.00475,,8,,'20:37:25.58,+66:07:11.5,0.994,0.0994,S_F_2011,20h37m14.1181s,66d06m20.078s,100.8958,14.853031,0.00475,SAB(rs)bc;LINERSy2,1424,1,1771,19,'2015-03-23,,done,2,all,,,,,,,31.48088746,0.783407121,HF,,31.48088746,0.783407121,,0,,,,,,,,,,end
SN2015I,NGC 2357,PSNJ07174570+2320406,Ia,0.0076,,7,33767,'07:17:45.70,+23:20:40.6,0.15,0,"Brown_walker_2020,S_F_2011",7h17m40.981s,23d21m24.28s,194.440915,15.910809,0.007589,Sc,2275,2,2444,12,'2015-05-02,,done,2,all6,,,,,,SN2010bj,32.49824452,0.560174949,HF,,32.49824452,0.560174949,,6,,,,,,,,,,end
SN2015J,A073505-6907,,IIn,0.0054,SN2015J_SMTJ07350518,9,33857,'07:35:05.18,-69:07:53.1,0.643,0.0643,S_F_2011,,,,,,,1466,5,1313,19,'2015-04-27,,,2,all6,,,,,,,31.54400737,0.765606308,HF,,31.54400737,0.765606308,,10,,,,,,,,,,end
SN2015M,A130032+2758,PSNJ13003230+2758411,Ia-91T,0.0231,SN2015M_KISS15n,5,33789,'13:00:32.30,+27:58:41.1,0.029,0.0029,S_F_2011,,,,,,,6929,,7503,27,'2015-05-13,,done,2,all6,,,,,,,34.91669032,,HF,,34.91669032,,,6,,,,,,YES,,,,end
SN2015N,UGC 11797,PSNJ21431689+4334476,Ia,0.01492,SNinUGC11797,10,,'21:43:16.89,+43:34:47.6,1.25,0.1,"Brown_walker_2020,S_F_2011",21h43m20.1605s,43d34m34.644s,90.638446,-7.192067,0.018586,_,5572,17,5699,27,'2015-07-06,,done,3,3,now2,,,,,AT2018dfy,34.44339306,0.391158564,HF,,34.44339306,0.391158564,,0,,,,,,,,,,end
SN2015V,UGC 11000,PSNJ17492705+3608360,II,0.004566,,6,33724,'17:49:27.05,+36:08:36.0,0.101,0.0101,S_F_2011,17h49m26.66s,36d08m42.8s,61.661427,27.451536,0.004566,S?,1369,2,1865,19,'2015-04-04,,none,2,all 6,,57112.5,Jaeger_etal_2019,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2799D/abstract,,,31.39535476,0.808819336,HF,Jaeger_etal_2019,31.39535476,0.808819336,,,,,,,,,,,,end
SN2015y,NGC 2735,,SNIIb,0.008172,iPTF15afw,,,09 02 37.8527,+25 56 04.0463,,,,9h02m38.6497944s,25d56m04.177644s,200.467610,39.272012,0.008172,SAB(rs)b? pec,2450.0,5.0,2765.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN2015Z,NGC 5837,,IIn,0.028723,,2,34168,'15:04:40.78,+12:37:43.6,0.098,0.0098,S_F_2011,15h04m40.5946s,12d38m00.329s,14.6344,55.639124,0.028723,SB(s)b,8611,32,9258,44,'2015-06-16,,,3,223f,,,,,,,35.38860546,0.366598992,HF,,35.38860546,0.366598992,,,,,,,,,,,,end
SN2016adi,NGC 5292,,Ia,0.015,,7,34340,'13:47:43.11,-30:55:57.0,0.159,0.0159,S_F_2011,13h47m40.089s,-30d56m22.52s,316.909719,30.401461,0.014897,(R')SA(rs)ab  LINER?,4466,5,5077,51,'2016-02-03 12:53:38.000,'2015-12-26 01:30:05,done,3,223f,,,,,,,33.96293111,0.413197404,HF,,33.96293111,0.413197404,,5,,,,,,,,,,end
