SN2021ahpl,host,228.991417,-19.292211,SN
SN2021apg,host,205.3302257,24.49553688,SN
SN2021ass,host,27.542208,27.645219,SN
SN2021can,host,193.8783145,30.02799977,SN
SN2021dbg,host,141.111625,-6.581431,SN
SN2021dnm,host,189.3508894,23.09353965,SN
SN2021eay,host,273.533875,64.778761,SN
SN2021foa,host,199.3014749,-17.25715752,SN
SN2021ghc,host,149.137458,0.752289,SN
SN2021gqu,host,190.002493,1.157033,SN
SN2021gvm,host,202.5051012,13.41118818,SN
SN2021inl,host,195.3885213,27.8319791,SN
SN2021iyt,host,154.6850425,0.05539656,SN
SN2021jtt,host,145.3185487,35.88405574,SN
SN2021jun,host,152.792588,54.55068547,SN
SN2021mim,host,235.0890201,7.281527614,SN
SN2021mqh,host,174.960292,-7.607389,SN
SN2021mwh,host,239.1744461,68.3786002,SN
SN2021niq,host,234.0279695,43.4059958,SN
SN2021nx,host,39.3051297,-27.5159635,SN
SN2021ont,host,246.6772259,39.14526676,SN
SN2021ont,host,246.6772259,39.14526676,SN
SN2021qqp,host,338.1683985,25.57632064,SN
SN2021rhk,host,210.76,8.765669,SN
SN2021rhu,host,0.814286206,16.14570793,SN
SN2021skn,host,246.2042096,39.7346547,SN
SN2021tcv,host,32.8916626,43.9797916,SN
SN2021too,host,325.2261901,10.32515074,SN
SN2021tyw,host,346.48525,14.3577,SN
SN2021uoy,host,343.9060791,19.17386751,SN
SN2021vaz,host,85.507167,69.376869,SN
SN2021wvd,host,227.6457638,13.45853632,SN
SN2021ydc,host,21.32348167,22.390363,SN
SN2021yfj,host,24.44237905,-1.254940086,SN
SN2021yky,host,16.95926707,27.31479896,SN
SN2021ywf,host,78.54579792,1.881204673,SN
SN2021zfx,host,317.3489276,9.760889046,SN
SN2021zj,host,169.136292,29.09615,SN
SN2021zny,host,30.899167,15.7426,SN
SN2022aagp,host,137.674603,7.205641455,SN
SN2022aaiq,host,216.6333803,56.58421255,SN
SN2022abdu,host,46.52043909,-46.72138909,SN
SN2022ablq,host,183.2769942,17.09895167,SN
SN2022acch,host,141.0079828,-13.52472084,SN
SN2022acko,host,49.912458,-19.395189,SN
SN2022acmt,host,48.982458,-18.085089,SN
SN2022acsh,host,159.2658782,43.6479848,SN
SN2022adby,host,54.796829,-18.36449272,SN
SN2022aedm,host,169.8649884,3.10952129,SN
SN2022an,host,190.884333,-41.365989,SN
SN2022crr,host,231.2047154,-21.38937019,SN
SN2022crv,host,148.607958,-25.7031,SN
SN2022cvz,host,176.4876063,5.861518358,SN
SN2022dmf,host,211.7443938,-39.10368,SN
SN2022dml,host,244.371333,14.41795,SN
SN2022eat,host,167.879083,19.827269,SN
SN2022eji,host,122.605083,34.004361,SN
SN2022epu,host,228.691862,31.223633,SN
SN2022eqb,host,202.2746683,-4.906033374,SN
SN2022erq,host,278.355667,44.086569,SN
SN2022erw,host,162.74075,-2.1498,SN
SN2022esa,host,253.49,-9.70285,SN
SN2022eux,host,88.880125,-15.676181,SN
SN2022ewj,host,161.6442326,13.75473097,SN
SN2022eyu,host,173.7056511,11.25347539,SN
SN2022fae,host,152.8652786,-26.5844547,SN
SN2022ffg,host,153.450958,18.127319,SN
SN2022ffv,host,54.12381455,-35.28933045,SN
SN2022frl,host,230.388083,-7.447789,SN
