SN 2010kd,Supernova,182.0042,49.2253
CRATES J0531-4827,AGN Flare,82.994208,-48.459972
SN 2010jp,Supernova,94.1292,-21.41
SN 2010jr,Supernova,79.8917,-32.6542
SN2010jl,Supernova,145.72803,9.48372
SN2010jl,Supernova,145.7208,9.48372
PTF10aagc,Supernova,144.987197,21.721359
SN in UGC 5189A ,Supernova,145.7208,9.495
SN-UGC5189,Supernova,145.7208,9.495
PTF10ygu,Supernova,144.3742,23.161667
PTF10ygu,Supernova,144.376216,23.159157
PTF10xlr,Supernova,347.344889,1.000874
CRATES J0531-4827,AGN Flare,82.994208,-48.459972
PTF10xfh,Optical Transient,28.992389,37.133237
SN 2010ih,Supernova,105.6833,-28.6236
PTF10vzt,Optical Transient,51.769133,-6.595029
PTF10vdl,Optical Transient,346.453663,3.523762
SN 2010hh ,Supernova,269.825,45.8756
SN 2010hq,Supernova,107.0125,15.1861
SN2010hh,Supernova,269.82658,45.8756
SN 2010hh,Supernova,269.825,45.8756
PTF10tel,Supernova,260.377817,48.129834
PTF10qts,Supernova,250.406657,28.972521
SN 2010gp,Supernova,253.2417,2.3878
SN 2010gs,Supernova,311.4167,-5.5867
PTF10qwz,Supernova,353.827531,12.925504
PTF10iya,Optical Transient,219.670946,37.659388
PTF10qob,Optical Transient,21.447976,-1.375035
PTF10gva,Optical Transient,185.98082,10.580728
SN2010gp,Supernova,253.2417,2.3878
SN 2010fy,Supernova,81.2208,-46.7769
PTF10hgi,Supernova,249.446009,6.208978
SN 2010ev,Supernova,156.3708,-39.8308
PTF10mwb,Supernova,259.4582,40.8811
SN 2010ev,Supernova,156.3708,-39.8308
SN 2010el,Supernova,65,-54.9439
PTF10kcn,Optical Transient,203.923403,45.925276
SN 2010da,Luminous Blue Variable,13.7708,-36.7956
PTF10iya,Supernova,219.67094,37.65938
PTF10icb,Supernova,193.705083,58.881889
SN 2010dv,Supernova,177.2625,-37.5167
PTF10icb,Supernova,193.7042,58.8819
SN2010dn,Supernova,154.582875,41.441333
SN2010da,Supernova,13.77025,-37.6955
PTF10gva,Optical Transient,185.98082,10.580728
PTF10hjz,Optical Transient,158.596962,73.755733
SN 2010cn,Supernova,166.0292,4.8331
PTF10gva,Supernova,185.98082,10.580728
PTF10gbq,Supernova,248.931557,58.747612
PTF09epi,Optical Transient,315.917189,43.671956
PTF10fps,Supernova,202.354423,11.796249
PTF10fps,Supernova,202.351084,11.797035
SN 2010bv,Supernova,333.5083,-26.9289
SN2010bt,Supernova,327.08125,-34.951306
PTF10fps,Supernova,202.354423,11.796249
PTF10fqs,Supernova,184.709009,14.444228
SN 2010br,Supernova,180.7958,44.5286
SN 2010bj,Supernova,109.4292,23.3511
SN 2010al,Supernova,123.5667,18.4383
SN2010al,Supernova,123.5667,18.4383
PTF10cwr,Supernova,171.444479,-8.828099
PTF10cwr,Supernova,171.44447,-8.828099
SN 2010ah (PTF10bzf),Supernova,176.0125,55.6911
PTF10bzf,Supernova,176.012451,55.69101
SN 2010ae,Supernova,108.9792,-57.3436
PTF10bjs,Supernova,195.296789,53.81592
SN2010Y,Supernova,162.7625,65.7816
PTF10bcw,Dwarf Novae Outburst,103.96112,34.3206
SN2010O,Supernova,172.13417,58.56222
SN 2010F,Supernova,151.34946,-34.20103
SN 2010S,Supernova,24.7708,-0.62
SN 2010F,Supernova,151.3375,-34.2225
PGC580623(LV-candidate),LV-candidate,89.0118,-40.95532
SN 2009mi,Supernova,88.1583,-17.7833
SN2011fe,Supernova,210.802267,54.34895
PTF11rks,Supernova,24.939618,29.92417
PTF11rkm,Optical Transient,202.13052,41.959852
PTF11rfh,Supernova,338.956604,-0.373928
SN 2011iv,Supernova,54.7167,-35.5922
PSN J13051112-4931270,Supernova,196.2958,-49.5242
PTF11qcj,Supernova,198.422965,47.299174
PTF11qiq,Supernova,41.724233,38.946369
PSNinNGC4984,Supernova,197.2436,-15.518059
PSNinNGC4984,Supernova,197.243417,-15.517889
SN2011iw,Supernova,353.700833,24.750444
PTF11pdt,Supernova,44.627417,6.30738
PTF11qnf,Supernova,86.225596,69.1519
SN2011it,Supernova,330.6875,31.6969
PSN J03385135-3535320,Supernova,54.7167,-35.5922
SN 2011im,Supernova,341.1042,-0.1672
SN 2011ia,Supernova,146.2632,64.2575
SN2011hw,Supernova,336.5606,34.2164
PTF11qcj,Supernova,198.422965,47.299174
PTF11qij,Optical Transient,148.885618,69.101965
SN2011hs,Supernova,344.3,-43.3847
PSN J22571177-4323048,Supernova,344.3,-43.3847
SN2011hg,Supernova,347.9542,31.0164
SN2011fe/PTF11kly,Supernova,210.802267,54.34895
PTF11qax,Supernova,355.606598,0.254676
SN 2011hj,Supernova,278.0917,66.8961
PTF11qax,Supernova,355.606598,0.254676
SN-NGC7674,Supernova,351.9833,8.7794
SN2010da,Re-flaring of an unusual LBV-like transient,13.7708,-37.6956
SN 2011gv,Supernova,298.5875,-58.7108
PTF11okh,likley supernova candidate,346.511728,34.110027
SN 2011ay,Supernova,105.641917,50.590278
sn 2003lx,Supernova,244.840208,41.089944
sn 2011fs,Supernova,334.3333,35.5806
SN 2011fe (=PTF11kly),Supernova,210.775,54.2736
PTF11kly,Supernova,210.77373,54.273722
SN 2011fe (=PTF11kly),Supernova,210.775,54.2736
PTF11lmr,Supernova,56.211225,68.631263
SN-NGC1954,Supernova,83.219958,-14.088056
PTF11kly,Supernova,210.774281,54.273669
PTF11kly,Supernova,210.796,54.297
PTF11kly,Supernova,210.774281,54.273669
PTF10iya,AGN or tidal disruption flare,219.670946,37.659388
PTF11glr,Unknown,253.525541,41.337431
SN2011ek,Supernova,36.453715,18.533062
SN 2011ek,Supernova,36.4542,18.5333
PSN J20342262-3158236,Supernova,308.5958,-31.9733
PTF11hzx,Supernova,327.671537,18.109546
PTF11iqb,Supernova,8.52015,-9.704979
SN2011ed,Supernova,352.7375,15.49
PSN in NGC3613,Supernova,169.650452,58
SN-UGC12640,Supernova,352.7375,15.4906
SN 2011dn ,Supernova,299.651,2.6044
PSNJ17592296+0617267,New LBV Eruption,269.84583,6.2907265
SN2011de,Supernova,235.97221,67.761921
SN 2011dh,Supernova,202.5208,47.1697
sn 2011dn,Supernova,299.6375,2.6031
SN -UGC11861,Supernova,329.175,73.2969
SN in M51,Supernova,202.521152,47.169782
PTF11eon,Supernova,202.521152,47.169782
SN in M51,Supernova,202.52,47.17
M51-SN,Supernova,202.65,47.1092
PTF11dsf,Supernova,242.887295,40.300923
PTF11emo,Supernova,216.151413,35.277639
SN-J15435,Supernova,235.9708,67.7619
PTF11dij,Supernova,207.74069,26.278562
SN 2011cj,Supernova,218.225,11.5969
PTF11dij,Supernova,207.74069,26.278562
SN 2011cb,Supernova,341.7792,-64.8286
SN2011by,Supernova,178.939833,55.326056
SN2011by,Supernova,178.9417,55.3261
SN2002bu,explosive stellar transient of debated origin,184.404917,45.6465
PTF10iue,Supernova,240.0958,37.7492
SN 2011bl,Supernova,203.5625,37.2097
SN 2010jl,Supernova,145.72221,9.4949444
GSN 69,AGN Flare,19.786,-34.1917
sn 2011ao,Supernova,178.4625,33.3628
SN2011ay,Supernova,105.641917,50.590278
SN2011aa,Supernova,114.1775,74.4433
sn 2011at,Supernova,142.2375,-14.8058
PTF11agg,Optical Transient,125.571627,21.627243
PSN J09285756-1448206,Supernova,142.2417,-14.8056
sn 2011ao,Supernova,178.4625,33.3628
SN 2011am,Supernova,184.1083,-43.3222
SN2011ao,Supernova,178.4625,33.3628
SN2011am,Supernova,184.1083,-43.3222
SN-PSN J07574538+3233434,Supernova,119.4375,32.5619
SN2011aa,Supernova,114.1775,74.443276
SN2011B,Supernova,133.907208,78.223083
LAT transient,unknown GeV transient,266.688933,-28.982
SN 2011aa,Supernova,114.1792,74.4431
PTF11ya,Optical Transient,63.39125,27.543462
SN 2011M,Supernova,75.175,62.2442
SN2010B,Supernova,133.95,78.2175
SN2011B,Supernova,133.907208,78.223083
SN2009ip,Supernova,335.784416667,-28.9478888889
PTF12mkp,Supernova,127.146055,65.18216
SN-NGC3447,Supernova,163.345833333,16.7763888889
PSN J10532275+1646349,Supernova,163.344791667,16.7763611111
PTF12mkp,Supernova,127.146055,65.18216
PSN J06213846-5942506,Supernova,95.4083333333,-59.7141666667
PTF12mxx,Supernova,337.569514,27.972762
PSN J09491471-4754456,Supernova,147.311291667,-47.9126666667
PTF12mhg,Supernova,132.192811,46.973967
SN2012fr,Supernova,53.401548,-36.140402
SN2009ip,Supernova,335.784416667,-28.9478888889
SN2012hj,Supernova,166.831946,46.383299
SN2009ip,Supernova,335.78461,-28.947821
SN2012cg,Supernova,186.80364,9.4200763
PTF12csy,Supernova,104.636432,17.262326
SN 2012fr,Supernova,53.4,-36.1272
SN2009ip,Supernova,335.7833,-28.78248
SN2009ip,Supernova,335.7833,-28.9478
SNinNGC1365,Supernova,53.401548,-36.140402
PSN J03333599-3607377,Supernova,53.4004166,-36.126111
SN-CSS1210115,Supernova,10.6833,13.4742
SN2012fh,Supernova,160.8917,24.8914
SN987A,Supernova,83.8667,-69.2697
SN2010jl,Supernova,145.722438,9.495399
SN2009ip,Supernova,335.7833,-28.9478
SN2009ip,Supernova,335.8269847,-28.9465381
SN2009ip,Supernova,335.7833,-28.9478
PTF12jaa,Supernova,338.364087,0.740223
SN2009ip,Supernova,335.7833,-28.9478
PTF09dlc-host,Supernova,326.6254,6.4192
PTFS1221ab,Radio transient (TDE candidate),329.68909,-0.41226
PTFS1222ar,Radio transient,343.54426,-1.11408
PTFS1222aq,Radio transient,341.2128,1.12412
PTFS1222as,Radio transient,341.2636,-1.14563
PTFS1222al,Radio transient,339.89367,-0.29714
PTFS1221ab,Radio transient,329.68909,-0.41226
SN 2009ip,LBV,335.7833,-28.9478
PTF12gzk,Supernova,333.173042,0.511972
PTF12gzk,Supernova,333.173038,0.511965
SN in ESO443-008 ,Supernova,197.7875,-28.0092
SN2012dn,Supernova,305.912333,-28.277833
PTF12gnn,Supernova,239.705326,36.169707
PTF12gps,Supernova,39.457074,-11.008283
PSN J20233626-2816434,Supernova,305.912333,-28.27783
PTF12fip,Supernova,225.212672,9.340311
PTF10tel,Supernova,260.377817,48.129834
SN2012cg,Supernova,186.79838,9.42067
SN in ESO443-008,Supernova,197.7875,-28.0092
SN 2012aw in M95,Supernova,160.97383,11.671583
SN in ESO443-008,Supernova,197.7875,-28.0092
PTF11iqb,Supernova,8.52015,-9.704979
SN2012cw,Supernova,153.45,3.4342
SN-pcg83768,Supernova,195.6417,27.4364
sn 2012cu,Supernova,193.3708,2.1608
PTF12fip,Supernova,225.212672,9.340311
SN2012cg,Supernova,186.79838,9.42067
sn2011ht-host,Supernova,152.0417,51.8492
PTF 12dcp,Supernova,243.233831,32.512004
SN2012cp,Supernova,206.755119,33.893598
PTF11iqb,Supernova,8.52015,-9.704979
PTF12efc,Supernova,224.144733,39.684751
SN 2012cp,Supernova,206.7583,33.8933
PTF12efc,Supernova,224.144733,39.684751
SN2012cg,Supernova,186.80364,9.4200763
PTF12epg,unknown optical transient,193.90249,35.626692
PTF12dam,Supernova,216.192501,46.230089
PSN J19192793+4414509,Supernova,289.8667,44.2475
PTF12ena,Supernova,206.757081,33.89315
PTF12dam,Supernova,216.192501,46.230089
PTF12ena,Supernova,206.757081,33.89315
PTF12emw,Supernova,196.633081,48.544763
PTF12efk,Supernova,246.182862,31.860317
PTF12eec,Supernova,199.442836,52.022564
PSN J12271283+0925132,Supernova,186.8042,9.4203
SN_NGC4424,Supernova,186.8042,9.4203
PTF12efc,Supernova,224.144733,39.684751
SN2009jb-host,Supernova,260.924708,30.497278
SN2012ca,Supernova,280.2792,-41.7936
SN_cand_n4419,Supernova,186.7375,15.0461
SN 2012aw in M95,Supernova,160.97383,11.671583
PTF11rfh,Supernova,338.956604,-0.373928
SNinESO336-009,Supernova,280.283125,-41.795028
PTF12dja,Supernova,201.795176,60.673563
PTF12dcp,Supernova,243.233831,32.512004
SN2010gx,Supernova,171.444625,-8.828167
PTF12csy,Supernova,104.636432,17.262326
SN 2012aw in M95,Supernova,160.97383,11.671583
SN 2012aw,Supernova,160.97383,11.671583
SN 2012bl,Supernova,305.9792,-48.3547
SN2012aw (in M95),Supernova,160.97383,11.671583
PSNJ20342262-3158236,Supernova,308.5958,-31.9733
SNinM95,Supernova,160.97383,11.671583
SN2012au,Supernova,193.717417,-10.247278
SNinM95,Supernova,160.973833,11.671583
SN2012Z,Supernova,50.5208,-15.3878
PTF12bho,Supernova,195.319386,28.021811
PTF12bro,Supernova,186.071057,18.924434
PSN J12545218-1014502,Supernova,193.717417,-10.247278
PTF11dij,Supernova,207.74069,26.278562
SN 2012ak,Supernova,150.3625,36.67
SN2012Z,Supernova,50.525,-15.3878
SN-NGC1729,Supernova,75.0583,-3.3475
SN 2011ht PSN J10081059+5150570),Supernova,152.0458,51.8492
PSN J05001372-0320512,Supernova,75.0583,-3.3475
SN-NGC1729,Supernova,75.0583,-3.3472
PTF12as,Supernova,150.391869,0.449559
PSN J03220535-1523156,Supernova,50.5208,-15.3875
PSN J03220535-1523156 ,Supernova,50.5208,-15.3878
SN 2012V,Supernova,296.7958,59.9167
SN-NGC5421,Supernova,210.425,33.8261
PTF12os,Supernova,224.9958,1.89
PSN J14595904+0153251,Supernova,224.9958,1.8903
SN2012G,Supernova,189.8958,16.5867
PTF11qcj,Supernova,198.422965,47.299174
PSN J10250739+1709146,Supernova,156.2792,17.1542
PTF12os,Optical Transient,224.996177,1.890051
SN-NGC4559,Supernova,188.9667,27.9322
PSN00343079+3024063,Supernova,8.6292,30.4017
PSN J10250739+1709146,Supernova,156.270375,17.163583
PSN J10250739+1709146,Supernova,156.2792,17.1542
PTF 10aadb,Supernova,35.64689,25.137566
SN2011ja,Supernova,196.2958,-49.5242
SN2011js,Supernova,42.025,-13.959
PTF12as,Supernova,150.391869,0.449559
PTF11qiq,Supernova,41.724233,38.946369
PSNJ1034,Supernova,158.70191666667,21.661638888889
PSN J03055989+0432382,Supernova,46.499541666667,4.53995
ASASN-13do,Supernova,217.54095833333,31.215388888889
sn 2013hn,Supernova,207.24654166667,-30.290694444444
ASASSN-13dn,Supernova,193.24242,32.41925
SN2013gs,Supernova,142.78695833333,46.384833333333
PTF09hsd,Nova,11.370375,41.902833333333
PSN11290437+1714095,Supernova,172.26820833333,17.235972222222
SN2013gy,Supernova,55.570333333333,-4.7218055555556
PSNJ1034,Supernova,158.70191666667,21.661638888889
iPTF13dcc,Supernova,44.260411,-0.312227
SN2010jl,Supernova,145.722438,9.495399
PSN J03421688-0443185,Supernova,55.570333333333,-4.7218055555556
PTF09hsd,Nova,11.370375,41.902833333333
iPTF13ebh,Supernova,35.499851,33.270446
iPTF13ebw,Supernova,124.316183,56.57822
PTF09hsd,Nova,11.370375,41.902833333333
PSN J09310887+4623054,Supernova,142.78695833333,46.384833333333
iPTF13ecv,Optical Afterglow of Fermi GBM GRB,307.949005,0.989844
PSNJ1034,Supernova,158.70191666667,21.661638888889
SN2013ej,Supernova,24.200707,15.75855
iPTF13ebh,Supernova,35.499916666667,33.270472222222
PSNJ1034,Supernova,158.70191666667,21.661638888889
PSN J03490564-0303283,Supernova,57.2735,-3.0578611111111
iPTF13dzb,Supernova,47.709166666667,-0.36119444444444
PSNJ21372712-4701548,Supernova,324.363,-47.031888888889
SN-LSQ13crf,Supernova,47.709291666667,1.4219166666667
PSN J21134481+1334335,Supernova,318.43666666667,13.575972222222
iPTF13dqy,Supernova,349.93625,10.184555555556
iPTF13dsw,Fermi GRB afterglow candidate,32.526581,-4.411192
PSN J03361605+6734157,Supernova,54.0666666667,67.5711111111
PSNJ23194467+1011045,Supernova,349.936125,10.1845833333
ASASSN-13dl,Supernova,114.705,58.2133
ASASSN-13db,Stellar Accretion Event,77.5462,-3.47399
PSNJ23194467+1011045,Supernova,349.936125,10.1845833333
PTF13dqy,Supernova,349.936251,10.184555
ASASSN-13dd,Supernova,136.903125,3.39436111111
SN2013fn,Supernova,315.099,-14.4978333333
ASASSN-13db,Stellar Accretion Event,77.5462,-3.47399
ASASSN-13co,Supernova,325.16261,6.51046
ASASSN-13db,Stellar Accretion Event,77.5462,-3.47399
ASASSN-13dd,Supernova,136.903125,3.39436111111
iPTF13dkk,Supernova,355.3965,3.72511111111
ASASSN-13co,Supernova,325.16261,6.51046
iPTF13dge,Supernova,75.8961666667,1.5715
iPTF13dge,Optical Transient,75.896169,1.571493
SNhunt151,Supernova,71.8744,23.98217
ASASSN-13co,Supernova,325.16261,6.51046
ASASSN-13ch,Supernova,244.14195,-0.59094
SN2013ej,Supernova,24.200707,15.75855
PTF13z,Supernova,240.50051,21.244847
ASASSN-13cc,Supernova,83.19425,-14.0459472222
SN 2013eu,Supernova,156.092958333,78.6065277778
PSNJ22022184-1855004,Supernova,330.591,-18.9167777778
SN2013ej,Supernova,24.200707,15.75855
SN in M74,Supernova,24.2006666667,15.7586111111
SN2013ej,Supernova,24.200707,15.75855
SNHunt142,Supernova,314.474375,-51.8733888889
SN in M74,Supernova,24.2006666667,15.7586111111
PSN J01364816+1545310,Supernova,24.2006666667,15.7586111111
PSNJ03175245-0718021,Supernova,49.4685416667,-7.30058333333
SN 2013eh,Supernova,244.038291667,38.5480555556
SNHunt142,Supernova,314.474375,-51.8733888889
SN 2013df,Supernova,186.6220833,31.227305555
iPTF13bvn,Supernova,225.00075,1.88152777778
SN2013dy,Supernova,334.573333333,40.5693333333
PSNJ03175245-0718021,Supernova,49.4685416667,-7.30058333333
SN2013dn,Supernova,354.440583333,14.7103055556
PTF13bxl,GRB,217.311583333,15.774
PTF10aaxf,Supernova,145.72208,9.495
iPTF13bvn,Supernova,225.00075,1.8815
iPTF13bvn,Supernova,225.00075,1.88152777778
iPTF13bvn,Supernova,225.00075,1.8815
SN 2013dh,Supernova,232.504541667,12.9869166667
PSN J16590243-6011418,Supernova,254.760125,-60.1949527778
SN 2013dh,Supernova,232.504541667,12.9869166667
PTF13bvn,Supernova,225.000743,1.881523
SN 2013df,Supernova,186.622083333,31.2273055556
SN-NGC4414,Supernova,186.622208333,31.2273055556
iPTF13bjx,Supernova,213.717125,36.7912777778
iPTF13bjx,Supernova,213.717108,36.791271
PTF13ast,Supernova,218.495242,40.239672
iPTF13asv,Supernova,245.679958333,18.9597222222
SN2013cj,Supernova,256.220416667,12.9195555556
PSN J16590243-6011418,Supernova,254.760125,-60.1949527778
iPTF13asv,Supernova,245.679958333,18.9597222222
PTF13ast,Supernova,218.495242,40.239672
iPTF13asv,Supernova,245.679971,18.959717
SN2013cj,Supernova,256.220416667,12.9195555556
PSN-NGC2891,Supernova,141.736541667,-24.7832222222
SN-NGC2891,Supernova,141.736541667,-24.7832222222
sn_ngc6343  (SN 2013bs),Supernova,259.3417916,41.066722222
PTF13ast,Supernova,218.495242,40.239672
PTF10aaxf,Supernova,145.72208,9.495
iPTF13ast,Supernova,218.495242,40.239672
PSN J16590243-6011418,Supernova,254.760125,-60.1949527778
PSN J22370217+3424052,Supernova,339.259041667,34.4014444444
sn_ngc6343,Supernova,259.341791667,41.0667222222
iPTF13alp,Optical Transient,192.9451861,41.050296
iPTF13alm,Supernova,180.437186,58.212917
iPTF13alp,Optical Transient,192.945186,41.050296
PTF12glz,Supernova,238.721,3.53542
sn 2013aa,Supernova,218.141666667,-44.2244444444
SN2013ab,Supernova,218.1854,9.8867
PTF13ajn,Supernova,129.528692,66.526227
SN2009ip,Supernova,335.784416667,-28.9478888889
PTF13aby,Supernova,213.058377,15.84208
PTF10aaxf,Supernova,145.72208,9.495
PSN J08070669-2803101,Supernova,121.77788,-28.052806
SNinM65,Supernova,169.737291667,13.0637222222
PTF13aaz,Supernova,169.737245,13.063896
SN2013aa,Supernova,218.141166667,-44.2243888889
PTF13qt,fast optical transient,203.230929,20.049991
PSN J08070669-2803101,Supernova,121.777875,-28.0528055556
SN2013ab,Supernova,218.185375,9.88675
PTF12glz,Supernova,238.721,3.53542
SN 2013ag,Supernova,192.895833333,26.6292777778
SNinNGC2207,Supernova,94.0764583333,-21.3758055556
PTF10xfh,Supernova,28.992375,37.13325
SN2013ab,Supernova,218.185375,9.88675
PTF13bu,Supernova,201.048031,30.294402
PSNJ1432+0953,Supernova,218.185375,9.88675
SNinNGC5643,Supernova,218.141166667,-44.2243888889
PTF10aaxf,Supernova,145.722083,9.495
PSN J14323388-4413278,Supernova,218.141166667,-44.2243888889
PTF13bk,Optical transient,212.931083333,26.3476388889
PTF12mkp,Supernova,127.146055,65.18216
sn-psn_j23470787+2929115,Supernova,356.782916667,29.4865277778
SN 2006jd,Supernova,120.530958333,0.80875
SN2013L (PSNJ11452955-5035531),Supernova,176.373083333,-50.5980555556
PSNJ11452955-5035531,Supernova,176.37308,-50.59806
PSNJ11452955-5035531,Supernova,176.373083333,-50.5980555556
SN 2012ht (32662),Supernova,163.345833333,16.7763888889
SN 2012fr (32614),Supernova,53.4,-36.1272222222
SN2010jl,Supernova,145.72208,9.495
SN2013F,Supernova,352.187625,-41.3322777778
PTFS1217cr,Pulsar,260.291541667,7.70352777778
PSN J10000552-3414013,Supernova,150.023,-34.2336944444
PSN J11401584+1727222,Supernova,175.066666667,17.4561111111
ASASSN-14ms,Supernova,196.03620833333,52.312916666667
iPTF14jko,GRB,62.172836,-6.676663
iPTF13ehe,Supernova,103.33958333333,67.132222222222
PSN J22370560+3424319,Supernova,339.27333333333,34.408861111111
ASASSN-14lw,Supernova,16.704875,-46.983083333333
SNinNGC2668,Supernova,132.33433333333,36.715888888889
ASASSN-14lp,Supernova,191.28791666667,-0.459025
ASASSN-14lp,Supernova,191.28791666667,-0.459
