# SN2018cow magnitudes from Swift UVOT                                                        
# generated Sun Mar 12 15:58:20 CDT 2023 using version 2015.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel5.5(Bld44)_15Jul2021 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# UVM2           0.586836      0.0259339
#                                                                                           
# There are no known issues with this photometry.                                           
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
UVW2     58288.4436  11.520   0.029  18.745  11.084 220.819   5.830   5.000  0.0110     141.50     143.77
UVW2     58288.5661  11.549   0.029  18.591  11.085 215.019   5.689   5.000  0.0110     119.86     121.78
UVW2     58289.2275  11.908   0.031  16.269  11.085 154.518   4.455   5.000  0.0110       9.61       9.77
UVW2     58289.2282  11.863   0.030  18.693  10.065 160.955   4.379   5.000  0.0036      75.93      79.78
UVW2     58290.5042  12.446   0.030  18.913  11.085  94.117   2.640   5.000  0.0110     107.31     109.03
UVW2     58290.6978  12.593   0.037  16.516  11.085  82.167   2.772   5.000  0.0110       9.59       9.75
UVW2     58290.6985  12.565   0.032  18.816  10.065  84.344   2.462   5.000  0.0036      75.92      79.75
UVW2     58291.6974  12.861   0.040  16.587  11.084  64.187   2.374   5.000  0.0110       9.61       9.77
UVW2     58291.6981  12.879   0.033  18.853  10.065  63.154   1.947   5.000  0.0036      75.91      79.77
UVW2     58292.0927  12.955   0.043  18.581  11.085  58.881   2.354   5.000  0.0110      68.31      69.41
UVW2     58292.2841  13.401   0.051  16.664  11.085  39.041   1.834   5.000  0.0110       9.60       9.76
UVW2     58292.2848  13.290   0.037  18.872  10.065  43.260   1.476   5.000  0.0036      75.92      79.77
UVW2     58293.6752  13.403   0.044  19.606  11.085  38.989   1.575   5.000  0.0110     210.16     213.53
UVW2     58293.8081  13.399   0.045  19.374  11.085  39.128   1.604   5.000  0.0110     156.74     159.25
UVW2     58293.8168  13.526   0.043  20.187  11.085  34.796   1.390   5.000  0.0110     372.91     378.88
UVW2     58294.5549  13.781   0.049  19.200  11.085  27.518   1.253   5.000  0.0110     112.72     114.52
UVW2     58294.6151  14.003   0.047  20.226  11.085  22.438   0.977   5.000  0.0110     359.02     364.77
UVW2     58295.5566  14.229   0.063  18.544  11.085  18.210   1.060   5.000  0.0110      54.74      55.62
UVW2     58295.6150  13.970   0.049  19.736  11.085  23.114   1.051   5.000  0.0110     195.64     198.78
UVW2     58296.5510  14.239   0.061  18.850  11.085  18.039   1.008   5.000  0.0110      73.91      75.09
