# SN2020nlb magnitudes from Swift UVOT                                                        
# generated Fri Jul 7 15:20:01 CDT 2023 using version 2023.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel5.7(Bld46)_24Oct2022 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# V               5.78147       0.404227
# B               7.50007       0.581732
# U               3.06361       0.238112
# UVW1           0.479442      0.0466140
# UVM2          0.0969938      0.0219953
# UVW2           0.199393      0.0207371
#                                                                                           
# BV galaxy count rates are borderline high, but most observations were done with hardware windows.                                         
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
U        59034.4605  12.189   0.030  17.659  11.041 288.668   7.846   5.000     0.00360540      37.86      39.78
U        59035.3227  12.074   0.029  17.608  11.041 320.952   8.678   5.000     0.00360780      37.85      39.77
U        59039.1071  11.775   0.029  17.447  11.040 422.651  11.306   5.000     0.00360540      37.86      39.77
U        59041.4994  11.852   0.029  17.551  11.038 393.671  10.530   5.000     0.00360300      37.86      39.78
U        59045.5507  12.252   0.030  17.740  11.040 272.294   7.403   5.000     0.00360180      37.85      39.77
U        59049.2039  12.719   0.030  17.891  11.041 177.228   4.978   5.000     0.00359820      37.85      39.77
U        59051.8579  13.077   0.042  18.313  11.043 127.351   4.945   5.000     0.00360540      75.70   11704.28
U        59068.1832  15.023   0.066  17.917  11.058  21.227   1.292   5.000     0.00356700      37.83      39.77
#                                                                                           
B        59025.7929  17.524   0.121  19.083  12.990   4.310   0.482   3.000      0.0110322     218.90    5863.48
B        59026.4247  16.672   0.099  18.649  13.001   9.443   0.857   3.000      0.0110322      78.52      79.78
B        59029.0844  14.584   0.039  18.443  12.937  64.631   2.347   5.000      0.0110322      74.55      75.74
B        59030.1624  13.983   0.035  18.307  11.838 112.420   3.601   5.000     0.00361260      37.85      39.77
B        59031.4784  13.484   0.032  18.206  11.835 177.971   5.241   5.000     0.00361260      37.86      39.78
B        59031.6164  13.386   0.032  18.192  11.833 194.853   5.657   5.000     0.00360540      37.86      39.78
B        59034.4617  12.705   0.030  17.903  11.830 364.803  10.052   5.000     0.00360540      37.86      39.78
B        59035.3239  12.606   0.030  17.854  11.829 399.470  10.948   5.000     0.00360780      37.85      39.77
B        59039.1084  12.264   0.029  17.662  11.825 547.413  14.773   5.000     0.00360540      37.85      39.77
B        59041.5007  12.162   0.029  17.628  11.821 601.203  16.134   5.000     0.00360300      37.86      39.78
B        59045.5520  12.290   0.029  17.721  11.822 534.605  14.398   5.000     0.00360180      37.86      39.78
