# SN2019gbx magnitudes from Swift UVOT                                                        
# generated Fri Jul 26 13:56:01 CDT 2024 using version 2022.19                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel5.7(Bld46)_24Oct2022 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# UVW1          0.0858851      0.0976936
# UVM2         -0.0110580      0.0278952
# UVW2         -0.0465162      0.0294792
#                                                                                           
# There are no known issues with this photometry.                                           
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
UVW2     *******    NULL    NULL  19.594  11.084   0.023   0.030   3.000      0.0110322     422.01     428.77
UVW2     *******    NULL    NULL  19.600  11.084   0.033   0.030   3.000      0.0110322     451.10   47355.12
UVW2     *******    NULL    NULL  19.637  11.085   0.105   0.034   3.000      0.0110322     560.33   46200.62
UVW2     *******  19.441   0.271  19.606  11.085   0.150   0.037   3.000      0.0110322     478.98   11775.17
UVW2     *******  18.092   0.126  19.590  11.084   0.519   0.060   3.000      0.0110322     423.98     430.77
UVW2     *******  17.397   0.090  19.623  11.084   0.984   0.082   3.000      0.0110322     519.23    5914.60
UVW2     *******  17.073   0.083  19.594  11.085   1.327   0.102   3.000      0.0110322     488.50   11525.69
UVW2     *******  16.986   0.080  19.611  11.085   1.437   0.106   3.000      0.0110322     511.36    5531.20
UVW2     *******  17.169   0.084  19.612  11.085   1.215   0.094   3.000      0.0110322     523.17    5901.88
UVW2     *******  17.234   0.086  19.594  11.085   1.144   0.090   3.000      0.0110322     526.12   11740.85
UVW2     *******  17.364   0.101  19.516  11.085   1.014   0.094   3.000      0.0110322     339.10  144086.11
UVW2     *******  17.750   0.101  19.618  11.085   0.711   0.066   3.000      0.0110322     548.52   57740.55
UVW2     *******  18.074   0.118  19.609  11.085   0.528   0.057   3.000      0.0110322     526.89   11636.75
UVW2     *******  18.380   0.134  19.634  11.084   0.398   0.049   3.000      0.0110322     554.67   33747.38
#                                                                                           
UVM2     *******    NULL    NULL  19.091  10.554  -0.010   0.030   3.000      0.0110322     644.77     655.10
UVM2     *******    NULL    NULL  19.106  10.554  -0.010   0.030   3.000      0.0110322     744.63   47449.65
UVM2     *******    NULL    NULL  19.125  10.554   0.004   0.031   3.000      0.0110322     877.98   46179.95
