# ASASSN-14ha magnitudes from Swift UVOT                                                        
# generated Wed Jun 15 12:56:40 CDT 2016 using version 2015.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel4.5(Bld34)_27Jul2015 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# V               29.3064        1.23111
# B               39.1004        1.66943
# U               15.1179       0.715822
# UVW1            3.44545       0.223083
# UVM2            1.28371       0.117299
# UVW2            2.00116       0.160065
#                                                                                           
# Only hardware windows are used for the SN and template images because of the 
# proximity to the galaxy nucleus and the bright underlying background.                                         
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
UVW2     56911.8555  12.290   0.031  17.679  10.072 108.613   3.092  5.0  0.0036      75.91      79.78
UVW2     56912.4597  12.540   0.032  17.712  10.072  86.279   2.537  5.0  0.0036      75.92      79.78
UVW2     56913.3993  12.919   0.043  18.099  10.073  60.848   2.398  5.0  0.0036     227.73   10286.94
UVW2     56913.8395  13.036   0.044  18.002  10.073  54.647   2.208  5.0  0.0036     151.80    5840.80
UVW2     56914.8301  13.315   0.046  18.028  10.072  42.280   1.781  5.0  0.0036     151.75    5840.29
UVW2     56915.2312  13.563   0.048  18.039  10.073  33.645   1.489  5.0  0.0036     151.73   29078.13
UVW2     56917.5943  13.978   0.049  17.808  10.073  22.959   1.038  5.0  0.0036      75.91      79.77
UVW2     56919.9247  14.596   0.068  17.827  10.073  12.994   0.818  5.0  0.0036      75.91      79.78
UVW2     56921.9221  14.725   0.074  17.830  10.073  11.532   0.785  5.0  0.0036      75.91      79.78
UVW2     56923.0504  14.946   0.073  18.129  10.073   9.410   0.632  3.0  0.0036     176.83     185.87
UVW2     56930.5561  17.038   0.174  18.094  10.073   1.370   0.220  3.0  0.0036     151.84    5840.34
UVW2     56932.0450  17.151   0.219  17.846  10.073   1.235   0.249  3.0  0.0036      75.90      79.76
UVW2     56934.8532  17.795   0.343  17.845  10.073   0.682   0.216  3.0  0.0036      75.42      79.27
UVW2     56936.9758    NULL    NULL  17.844  10.073   0.554   0.207  3.0  0.0036      75.92      79.78
UVW2     56938.5806    NULL    NULL  17.844  10.073   0.516   0.205  3.0  0.0036      75.91      79.77
UVW2     56940.6441    NULL    NULL  17.847  10.073   0.287   0.189  3.0  0.0036      75.92      79.77
UVW2     56945.1082    NULL    NULL  16.778  11.110   0.548   0.429  3.0  0.0110      12.56      12.76
UVW2     56949.6073    NULL    NULL  18.343  10.073   0.089   0.125  3.0  0.0036     533.15   97988.96
UVW2     56955.4842    NULL    NULL  18.334  10.073   0.108   0.124  3.0  0.0036     509.89     535.78
#                                                                                           
UVM2     56911.8589  12.226   0.033  17.542   9.539  70.750   2.131  5.0  0.0036      75.90      79.76
UVM2     56912.4632  12.397   0.034  17.553   9.539  60.427   1.881  5.0  0.0036      75.91      79.77
UVM2     56913.8093  12.702   0.049  16.952   9.540  45.614   2.073  5.0  0.0036      26.00      27.32
UVM2     56914.8336  12.898   0.046  17.873   9.540  38.107   1.606  5.0  0.0036     151.75    5840.70
UVM2     56915.2346  13.119   0.048  17.869   9.540  31.069   1.373  5.0  0.0036     144.51   29071.45
UVM2     56917.5978  13.557   0.050  17.618   9.540  20.768   0.962  5.0  0.0036      75.91      79.77
UVM2     56919.9281  14.311   0.070  17.641   9.540  10.361   0.671  3.0  0.0036      75.91      79.77
UVM2     56921.9255  14.430   0.072  17.641   9.540   9.290   0.619  3.0  0.0036      75.91      79.78
UVM2     56923.0565  14.703   0.066  17.977   9.540   7.227   0.437  3.0  0.0036     176.73     185.77
UVM2     56932.0485  17.207   0.257  17.659   9.540   0.720   0.170  3.0  0.0036      75.90      79.76
UVM2     56934.8566    NULL    NULL  17.655   9.540   0.429   0.151  3.0  0.0036      75.88      79.76
UVM2     56936.9793    NULL    NULL  17.657   9.540   0.278   0.139  3.0  0.0036      75.91      79.76
UVM2     56938.5841    NULL    NULL  17.655   9.540   0.108   0.127  3.0  0.0036      75.91      79.77
UVM2     56940.6476    NULL    NULL  17.657   9.540   0.287   0.140  3.0  0.0036      75.92      79.77
UVM2     56945.0443    NULL    NULL  18.083   9.540   0.150   0.096  3.0  0.0036     250.06     262.77
UVM2     56949.6101    NULL    NULL  18.225   9.540   0.042   0.082  3.0  0.0036     533.16   98083.60
UVM2     56955.4914    NULL    NULL  18.217   9.540   0.038   0.082  3.0  0.0036     509.89     535.77
#                                                                                           
UVW1     56911.8503  12.527   0.032  17.586  10.137  92.307   2.725  5.0  0.0036      75.90      79.77
UVW1     56912.2737  12.597   0.033  17.568  10.139  86.554   2.593  5.0  0.0036      75.92      79.77
UVW1     56912.4034  12.666   0.033  17.579  10.138  81.183   2.459  5.0  0.0036      75.91      79.76
UVW1     56912.4545  12.682   0.033  17.603  10.137  79.994   2.421  5.0  0.0036      75.92      79.77
UVW1     56913.3941  12.847   0.043  17.948  10.138  68.713   2.731  5.0  0.0036     227.72   10287.76
UVW1     56913.8268  12.932   0.043  18.015  10.138  63.578   2.533  5.0  0.0036     303.58    7144.53
UVW1     56914.8250  13.047   0.045  17.874  10.138  57.165   2.348  5.0  0.0036     151.75    5840.40
UVW1     56915.2260  13.164   0.045  17.883  10.138  51.336   2.147  5.0  0.0036     151.73   29077.74
UVW1     56917.5892  13.456   0.040  17.669  10.138  39.213   1.445  5.0  0.0036      75.92      79.78
UVW1     56919.9195  13.905   0.048  17.691  10.138  25.934   1.143  5.0  0.0036      75.91      79.77
UVW1     56921.9169  14.179   0.055  17.701  10.139  20.153   1.017  5.0  0.0036      75.91      79.77
UVW1     56923.0596  14.384   0.054  17.985  10.139  16.688   0.833  5.0  0.0036     176.74     185.78
