# SN2024ggi magnitudes from Swift UVOT                                                        
# generated Wed Dec 18 04:40:10 CST 2024 using version 2023.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel5.7(Bld46)_24Oct2022 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# V               1.76940       0.110668
# B               3.20418       0.195237
# U               1.74707      0.0997909
# UVW1           0.569794      0.0320481
# UVM2           0.233908      0.0123686
# UVW2           0.394832      0.0207238
#                                                                                           
# There are no known issues with this photometry.                                           
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
UVW2     60411.5944  15.274   0.073  19.410  11.090   6.955   0.466   5.000      0.0110322     314.73     319.78
UVW2     60412.0158  12.442   0.040  19.527  11.089  94.449   3.472   5.000      0.0110322     744.99   15736.58
UVW2     60412.2029  11.777   0.039  18.867  11.088 174.202   6.337   5.000      0.0110322     414.81    5871.75
UVW2     60412.4080  11.380   0.039  18.580  11.087 251.096   9.092   5.000      0.0110322     350.70    4631.34
UVW2     60412.6972    NULL    NULL  18.091  11.086    NULL    NULL   5.000      0.0110322     314.73     319.78
UVW2     60413.1590    NULL    NULL  17.826  11.086    NULL    NULL   5.000      0.0110322     314.72     319.77
UVW2     60413.6186    NULL    NULL  15.347  11.086    NULL    NULL   5.000      0.0110322       9.62       9.77
UVW2     60413.6193  10.717   0.028  17.817  10.066 462.728  12.138   5.000     0.00359940      75.92      79.78
UVW2     60413.9002    NULL    NULL  15.180  11.086    NULL    NULL   5.000      0.0110322       9.61       9.77
UVW2     60413.9009  10.512   0.028  17.771  10.065 558.773  14.619   5.000     0.00359940      75.92      79.77
UVW2     60414.6278    NULL    NULL  17.420  11.086    NULL    NULL   5.000      0.0110322     123.47     125.44
UVW2     60414.7491    NULL    NULL  18.128  11.086    NULL    NULL   5.000      0.0110322     433.78     440.73
UVW2     60415.6315    NULL    NULL  18.307  11.086    NULL    NULL   5.000      0.0110322     407.02   17615.76
UVW2     60417.9125  11.803   0.039  19.057  11.088 170.069   6.182   5.000      0.0110322     506.49   11981.56
UVW2     60417.8548  11.848   0.041  15.726  11.088 163.162   6.236   5.000      0.0110322       6.72       6.83
UVW2     60418.4336  11.910   0.040  18.494  11.088 154.109   5.637   5.000      0.0110322     191.07   22762.49
UVW2     60422.4557  12.903   0.042  18.502  11.089  61.771   2.408   5.000      0.0110322     115.41   21816.13
UVW2     60425.4120  13.404   0.045  18.659  11.089  38.936   1.622   5.000      0.0110322     125.76     127.77
UVW2     60426.9292  13.705   0.048  18.705  11.089  29.515   1.309   5.000      0.0110322     125.76     127.77
UVW2     60429.2288  14.217   0.050  19.448  11.090  18.411   0.851   5.000      0.0110322     364.65   90888.16
UVW2     60430.0175  14.377   0.056  19.048  11.090  15.888   0.827   5.000      0.0110322     192.68     195.77
UVW2     60431.9958  14.906   0.073  18.961  11.090   9.761   0.656   5.000      0.0110322     159.22     161.78
UVW2     60433.5757  15.205   0.077  19.355  11.090   7.413   0.524   5.000      0.0110322     288.16     292.78
UVW2     60435.5503  15.605   0.101  19.204  11.090   5.131   0.476   5.000      0.0110322     225.16     228.77
UVW2     60436.6646  15.821   0.114  19.227  11.090   4.204   0.441   5.000      0.0110322     238.95     242.78
UVW2     60437.5125  15.987   0.131  19.080  11.092   3.608   0.434   5.000      0.0110322     225.17     228.78
UVW2     60438.5661  16.017   0.131  19.143  11.092   3.509   0.425   5.000      0.0110322     232.05     235.77
UVW2     60439.1023  16.123   0.134  19.324  11.090   3.181   0.393   5.000      0.0110322     276.35     280.78
UVW2     60442.5898  16.517   0.185  19.178  11.090   2.214   0.378   5.000      0.0110322     216.31     219.78
UVW2     60446.5664  16.737   0.183  19.595  11.092   1.808   0.305   5.000      0.0110322     478.87   17112.70
UVW2     60448.0588  16.745   0.190  19.556  11.090   1.794   0.314   5.000      0.0110322     390.29   79593.38
UVW2     60447.8489  16.859   0.222  19.321  11.092   1.616   0.331   5.000      0.0110322     304.90     309.78
UVW2     60451.4985  17.054   0.182  20.171  11.092   1.350   0.227   5.000      0.0110322    1368.67   85323.24
UVW2     60452.7846  17.108   0.246  19.541  11.091   1.285   0.292   5.000      0.0110322     422.01     428.77
UVW2     60454.0962  17.174   0.262  19.502  11.092   1.209   0.292   5.000      0.0110322     415.98  147821.70
UVW2     60455.5436  17.362   0.350  19.127  11.092   1.017   0.328   5.000      0.0110322     220.25     223.78
UVW2     60456.9896  17.200   0.314  19.079  11.092   1.181   0.341   5.000      0.0110322     210.40     213.77
UVW2     60463.3721  17.604   0.404  19.246  11.091   0.814   0.303   5.000      0.0110322     254.70     258.78
UVW2     60469.5561  17.768   0.468  19.202  11.091   0.700   0.301   5.000      0.0110322     238.94     242.77
UVW2     60469.6232  17.558   0.465  18.763  11.091   0.849   0.364   5.000      0.0110322     120.84     122.77
UVW2     60485.6021  17.761   0.385  19.683  11.091   0.704   0.250   5.000      0.0110322     513.33   23813.37
