SN2020hvf,00013466,2000-05-03 07:00:00
SN2020bio,00013198,2020-03-03 06:34:02
SN2020bpi,00013204,2020-02-21 10:23:30
SN2019yvr,00013038,2020-03-01 08:46:45
SN2020bvc,00032818,2020-02-19 18:03:04
SN2020dhj,00013278,2020-03-03 08:26:49
SN2020dko,00013276,2020-02-29 18:09:55
SN2020dpw,00013277,2020-03-01 06:07:57
SN2020fqv,00037976,2020-01-20 10:46:23
SN2020akf,00013196,2000-05-03 07:00:00
SN2020ees,00013293,2000-05-03 07:00:00
SN2020fxa,00013352,2000-05-03 07:00:00
